shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
6_N_501____1__IT_1,40.4291431448865,-3.68910226289729,4000001,5.311415653961
6_N_501____1__IT_1,40.429292805548,-3.68905737424854,4000002,5.328459250019
6_N_501____1__IT_1,40.4294352214381,-3.68899686389987,4000003,5.362123872328
6_N_501____1__IT_1,40.4305886460956,-3.68868889472184,4000004,5.526460188096
6_N_501____1__IT_1,40.431344821034,-3.68849277067367,4000005,5.776367034863
6_N_501____1__IT_1,40.4319128332753,-3.68834457971883,4000006,6.090565839858
6_N_501____1__IT_1,40.4323661916577,-3.68822473648586,4000007,6.456105308698
6_N_501____1__IT_1,40.4326286799216,-3.68815610123869,4000008,6.85135774115
6_N_501____1__IT_1,40.4329364985089,-3.68807783312454,4000009,7.281417996604
6_N_501____1__IT_1,40.4330603694023,-3.68810137144394,4000010,7.725372515745
6_N_501____1__IT_1,40.4331551222785,-3.68811506326299,4000011,8.17990883114
6_N_501____1__IT_1,40.4331551222785,-3.68811506326299,5000001,8.17990883114
6_N_501____1__IT_1,40.4333277562092,-3.68811682072302,5000002,8.199072331141
6_N_501____1__IT_1,40.4335711553637,-3.68815092245369,5000003,8.245408315533
6_N_501____1__IT_1,40.433860253912,-3.68819027825468,5000004,8.324008326247
6_N_501____1__IT_1,40.4341510925865,-3.68824906910522,5000005,8.435275223016
6_N_501____1__IT_1,40.4344159949887,-3.68830274204034,5000006,8.576297471758
6_N_501____1__IT_1,40.4345809235734,-3.68832626967599,5000007,8.735735770814
6_N_501____1__IT_1,40.4346810274119,-3.68833457205217,5000008,8.906308211901
6_N_501____1__IT_1,40.4347756407695,-3.68833068290373,5000009,9.087388221554
6_N_501____1__IT_1,40.4348574445295,-3.68829753561641,5000010,9.277974012381
6_N_501____1__IT_1,40.4349542008338,-3.68824512235474,5000011,9.480183791367
6_N_501____1__IT_1,40.4350359910183,-3.68821440233363,5000012,9.691839055636
6_N_501____1__IT_1,40.4351507474734,-3.68820009779251,5000013,9.916290310235
6_N_501____1__IT_1,40.4352224307484,-3.68819520238911,5000014,10.148709467493
6_N_501____1__IT_1,40.4352984240314,-3.68818847509923,5000015,10.389583402473
6_N_501____1__IT_1,40.4353643184899,-3.68819289858935,5000016,10.637781452901
6_N_501____1__IT_1,40.4354443426707,-3.68823122393239,5000017,10.895438560891
6_N_501____1__IT_1,40.4355024458081,-3.68826596562063,5000018,11.160186585232
6_N_501____1__IT_1,40.4355448842285,-3.68831036182786,5000019,11.430965492547
6_N_501____1__IT_1,40.4355693665753,-3.68835055213677,5000020,11.70610397766
6_N_501____1__IT_1,40.4355882644947,-3.68843290523349,5000021,11.988535714905
6_N_501____1__IT_1,40.4356403862708,-3.68852017308339,5000022,12.280362267198
6_N_501____1__IT_1,40.4356403862708,-3.68852017308339,6000001,12.280362267198
6_N_501____1__IT_1,40.4356900218261,-3.68861676185052,6000002,12.290235153203
6_N_501____1__IT_1,40.4357265671752,-3.68869067064679,6000003,12.307574931343
6_N_501____1__IT_1,40.4357595171165,-3.68877105814374,6000004,12.332652100549
6_N_501____1__IT_1,40.4358868534157,-3.68888685084092,6000005,12.374941164347
6_N_501____1__IT_1,40.4361516649055,-3.68908782249321,6000006,12.451210050267
6_N_501____1__IT_1,40.4371348248887,-3.68976825983223,6000007,12.650933324938
6_N_501____1__IT_1,40.4377396146669,-3.69017969995438,6000008,12.926318429095
6_N_501____1__IT_1,40.437806701378,-3.69018630843129,6000009,13.209171445029
6_N_501____1__IT_1,40.4378727174492,-3.69012824133047,6000010,13.500853686009
6_N_501____1__IT_1,40.4378760290878,-3.6899432138511,6000011,13.808233439033
6_N_501____1__IT_1,40.4378497639869,-3.68910950227048,6000012,14.186384984156
6_N_501____1__IT_1,40.4377887900625,-3.68802321206005,6000013,14.656919158043
6_N_501____1__IT_1,40.4377955641246,-3.6878192535614,6000014,15.144768535465
6_N_501____1__IT_1,40.4377764703958,-3.68728712567205,6000015,15.6778004157
6_N_501____1__IT_1,40.4377550657969,-3.68667482184936,6000016,16.26281956817
6_N_501____1__IT_1,40.4377550657969,-3.68667482184936,7000001,16.26281956817
6_N_501____1__IT_1,40.4377500007547,-3.68659097312754,7000002,16.269953443461
6_N_501____1__IT_1,40.4377531512841,-3.68652906899343,7000003,16.282349393268
6_N_501____1__IT_1,40.437753367643,-3.68649263578633,7000004,16.297835543075
6_N_501____1__IT_1,40.4377427910777,-3.68639962866043,7000005,16.321297041332
6_N_501____1__IT_1,40.4377432768728,-3.68631765453461,7000006,16.351711439589
6_N_501____1__IT_1,40.4377330668958,-3.68616271265202,7000007,16.395316118982
6_N_501____1__IT_1,40.4377334552205,-3.68609713359168,7000008,16.444483098376
6_N_501____1__IT_1,40.4377253710156,-3.68605333294742,7000009,16.497471905716
6_N_501____1__IT_1,40.4377256295542,-3.68600961475392,7000010,16.554168813058
6_N_501____1__IT_1,40.4377175426275,-3.68596581173932,7000011,16.614687815095
6_N_501____1__IT_1,40.4377180389011,-3.68588201963194,7000012,16.682313917133
6_N_501____1__IT_1,40.4377155605866,-3.6858309870249,7000013,16.754277119228
6_N_501____1__IT_1,40.4377054904417,-3.68565235933618,7000014,16.841431936735
6_N_501____1__IT_1,40.4376922139028,-3.68544847781753,7000015,16.945941798655
6_N_501____1__IT_1,40.4377209945768,-3.6853829088581,7000016,17.056865257932
6_N_501____1__IT_1,40.4378108034824,-3.68521333527224,7000017,17.18528839264
6_N_501____1__IT_1,40.4383792903299,-3.6841398945305,7000018,17.424486663025
6_N_501____1__IT_1,40.4385976297864,-3.68372819604286,7000019,17.706189939775
6_N_501____1__IT_1,40.4386460424782,-3.68364440595175,7000020,17.996802960486
6_N_501____1__IT_1,40.4386959978997,-3.68355795013884,7000021,18.296609346307
6_N_501____1__IT_1,40.4387944097383,-3.68338041745916,7000022,18.61501835468
6_N_501____1__IT_1,40.4388366062781,-3.68330068836894,7000023,18.941653316827
6_N_501____1__IT_1,40.4388731987615,-3.68322819035766,7000024,19.275657636995
6_N_501____1__IT_1,40.438892906528,-3.683188311655,7000025,19.613690049859
6_N_501____1__IT_1,40.4389098109414,-3.68315204674124,7000026,19.955325442435
6_N_501____1__IT_1,40.4389183725731,-3.6831157009019,7000027,20.300186650296
6_N_501____1__IT_1,40.4389324933449,-3.68307940778204,7000028,20.64850213623
6_N_501____1__IT_1,40.4389410755787,-3.68303941876019,7000029,21.000340509924
6_N_501____1__IT_1,40.4389526091188,-3.68297031027646,7000030,21.358178449704
6_N_501____1__IT_1,40.4390059559845,-3.68288704783742,7000031,21.725232443431
6_N_501____1__IT_1,40.4394249921686,-3.68285762953832,7000032,22.138867687474
6_N_501____1__IT_1,40.4394666961263,-3.68286169137016,7000033,22.55714500723
6_N_501____1__IT_1,40.4395167446064,-3.68286584235694,7000034,22.980989015267
6_N_501____1__IT_1,40.4395167446064,-3.68286584235694,8000001,22.980989015267
6_N_501____1__IT_1,40.4403794206559,-3.68281261751406,8000002,23.076855214194
6_N_501____1__IT_1,40.4405214143313,-3.68279219111202,8000003,23.188578096634
6_N_501____1__IT_1,40.4406987835172,-3.68276843780374,8000004,23.320092338571
6_N_501____1__IT_1,40.4414529775147,-3.68271411703449,8000005,23.535451259408
6_N_501____1__IT_1,40.4415086335563,-3.68271103659055,8000006,23.756993705666
6_N_501____1__IT_1,40.4418779063109,-3.68267081078818,8000007,24.019668370407
6_N_501____1__IT_1,40.4421061523394,-3.6826476126775,8000008,24.307755372668
6_N_501____1__IT_1,40.442596065594,-3.68259426342123,8000009,24.650412261856
6_N_501____1__IT_1,40.442790401797,-3.68257058623156,8000010,25.014734372801
6_N_501____1__IT_1,40.442915512676,-3.68258278015087,8000011,25.392982657675
6_N_501____1__IT_1,40.4430658283849,-3.68256608152271,8000012,25.78797647762
6_N_501____1__IT_1,40.4430658283849,-3.68256608152271,9000001,25.78797647762
6_N_501____1__IT_1,40.4441283459501,-3.68249655238595,9000002,25.906066778492
6_N_501____1__IT_1,40.4442954179342,-3.68246909298605,9000003,26.042848267473
6_N_501____1__IT_1,40.4444540799627,-3.6824524746838,9000004,26.197298072207
6_N_501____1__IT_1,40.4446879092103,-3.68242568550051,9000005,26.377802946851
6_N_501____1__IT_1,40.4451805394458,-3.68238329498934,9000006,26.613109473664
6_N_501____1__IT_1,40.4457032853832,-3.68233746921466,9000007,26.906572553997
6_N_501____1__IT_1,40.4459091709701,-3.6823322614521,9000008,27.222893895445
6_N_501____1__IT_1,40.4460289529505,-3.68230431922832,9000009,27.552720949519
6_N_501____1__IT_1,40.4460846940619,-3.68228666412927,9000010,27.888914030257
6_N_501____1__IT_1,40.4461491855815,-3.68219986488749,9000011,28.235375152781
6_N_501____1__IT_1,40.4461491855815,-3.68219986488749,10000001,28.235375152781
6_N_501____1__IT_1,40.4464169041447,-3.68191757800087,10000002,28.273535736833
6_N_501____1__IT_1,40.4465737504143,-3.68173696823528,10000003,28.334885129374
6_N_501____1__IT_1,40.4466439340562,-3.68162836381616,10000004,28.408297709408
6_N_501____1__IT_1,40.4467140326003,-3.68153432875311,10000005,28.492852134878
6_N_501____1__IT_1,40.4471571137055,-3.68093027347968,10000006,28.64842173527
6_N_501____1__IT_1,40.447409367907,-3.68060850813238,10000007,28.843089072753
6_N_501____1__IT_1,40.4474570627415,-3.68053975532369,10000008,29.045631936621
6_N_501____1__IT_1,40.4474570627415,-3.68053975532369,11000001,29.045631936621
6_N_501____1__IT_1,40.4475881416466,-3.68036471578903,11000002,29.066417767001
6_N_501____1__IT_1,40.447652719328,-3.68026333475995,11000003,29.098397390721
6_N_501____1__IT_1,40.4477060838785,-3.68017642058462,11000004,29.139832976841
6_N_501____1__IT_1,40.4479108996394,-3.6798796799535,11000005,29.215182313123
6_N_501____1__IT_1,40.4483202273044,-3.67933720805218,11000006,29.3551905671
6_N_501____1__IT_1,40.448609045538,-3.67894656647442,11000007,29.541299195878
6_N_501____1__IT_1,40.4486542339639,-3.6788304130671,11000008,29.738461514218
6_N_501____1__IT_1,40.4486547251682,-3.67874660843327,11000009,29.942730832558
6_N_501____1__IT_1,40.4486535671538,-3.67854671914186,11000010,30.163951626577
6_N_501____1__IT_1,40.4486519587898,-3.67826922098769,11000011,30.408705463633
6_N_501____1__IT_1,40.4486260621269,-3.67811003146881,11000012,30.667261543247
6_N_501____1__IT_1,40.4486100551715,-3.6779932636683,11000013,30.935877909491
6_N_501____1__IT_1,40.4486220326768,-3.67784762713784,11000014,31.21691589222
6_N_501____1__IT_1,40.4487031058789,-3.67777920529621,11000015,31.508661622172
6_N_501____1__IT_1,40.4493513797701,-3.67776020118993,11000016,31.872385983228
6_N_501____1__IT_1,40.4493513797701,-3.67776020118993,12000001,31.872385983228
6_N_501____1__IT_1,40.4494449328579,-3.6777523602211,12000002,31.882791957361
6_N_501____1__IT_1,40.4504000849869,-3.67767230095805,12000003,31.999440191033
6_N_501____1__IT_1,40.4505560053608,-3.67764835571275,12000004,32.133514821276
6_N_501____1__IT_1,40.4511203085287,-3.67758468627442,12000005,32.330461277244
6_N_501____1__IT_1,40.4516278620878,-3.6775236382525,12000006,32.583985243238
6_N_501____1__IT_1,40.4523442816571,-3.67743650480625,12000007,32.917376741796
6_N_501____1__IT_1,40.4534013292456,-3.67729757585278,12000008,33.368694075338
6_N_501____1__IT_1,40.4538366242609,-3.67724879002329,12000009,33.868507421153
6_N_501____1__IT_1,40.4538366242609,-3.67724879002329,13000001,33.868507421153
6_N_501____1__IT_1,40.4546558525944,-3.67715697279781,13000002,33.959777280203
6_N_501____1__IT_1,40.4547532311172,-3.677154302639,13000003,34.061858864361
6_N_501____1__IT_1,40.4548061033173,-3.67715118802682,13000004,34.169815385543
6_N_501____1__IT_1,40.4549870402462,-3.67713113788793,13000005,34.297928362957
6_N_501____1__IT_1,40.4550566237673,-3.67712454677191,13000006,34.433785546454
6_N_501____1__IT_1,40.4552849578058,-3.67709974297219,13000007,34.595075715368
6_N_501____1__IT_1,40.4554174732621,-3.67708475544708,13000008,34.771130356816
6_N_501____1__IT_1,40.4555789579312,-3.67706086307871,13000009,34.96522447978
6_N_501____1__IT_1,40.4557766043419,-3.6770373359445,13000010,35.181348556304
6_N_501____1__IT_1,40.4558255954506,-3.67703237661719,13000011,35.40292705121
6_N_501____1__IT_1,40.4562024721516,-3.67699422776085,13000012,35.666465049248
6_N_501____1__IT_1,40.4570314671033,-3.67690355702713,13000013,36.022344996517
6_N_501____1__IT_1,40.4572180093397,-3.67687627200616,13000014,36.399060629643
6_N_501____1__IT_1,40.4574045488555,-3.67684898799352,13000015,36.796611638877
6_N_501____1__IT_1,40.4575818804592,-3.67683167298085,13000016,37.21390175528
6_N_501____1__IT_1,40.4579159860011,-3.67679904898969,13000017,37.668381783128
6_N_501____1__IT_1,40.4579159860011,-3.67679904898969,14000001,37.668381783128
6_N_501____1__IT_1,40.4582332847676,-3.67676943105053,14000002,37.703692482277
6_N_501____1__IT_1,40.4586526501353,-3.67670792271174,14000003,37.785845451479
6_N_501____1__IT_1,40.4591370618986,-3.67664352795608,14000004,37.922046336401
6_N_501____1__IT_1,40.4600769809028,-3.67656181743623,14000005,38.162811343782
6_N_501____1__IT_1,40.4601806403625,-3.67654375963644,14000006,38.41518433716
6_N_501____1__IT_1,40.4603827971526,-3.67650933179472,14000007,38.690186516013
6_N_501____1__IT_1,40.4605348086305,-3.67647897351204,14000008,38.982257705475
6_N_501____1__IT_1,40.4608039065543,-3.6764123851549,14000009,39.304728595316
6_N_501____1__IT_1,40.4608039065543,-3.6764123851549,15000001,39.304728595316
6_N_501____1__IT_1,40.4613383705799,-3.67630818221206,15000002,39.36471025752
6_N_501____1__IT_1,40.4616307838406,-3.67625279658465,15000003,39.457488766757
6_N_501____1__IT_1,40.4620763563922,-3.67616978581191,15000004,39.600225675709
6_N_501____1__IT_1,40.4622185190601,-3.67612018651871,15000005,39.759293862333
6_N_501____1__IT_1,40.4623633773694,-3.67608518905079,15000006,39.934713328956
6_N_501____1__IT_1,40.4623633773694,-3.67608518905079,16000001,39.934713328956
6_N_501____1__IT_1,40.4628690375584,-3.67598420390581,16000002,39.991492689896
6_N_501____1__IT_1,40.4635619483078,-3.67585610879968,16000003,40.125950599633
6_N_501____1__IT_1,40.4638488624764,-3.67578973025681,16000004,40.292750425797
6_N_501____1__IT_1,40.463887826429,-3.67578647368382,16000005,40.463884195783
6_N_501____1__IT_1,40.4639212267347,-3.67578316606598,16000006,40.638736111211
6_N_501____1__IT_1,40.4640772973762,-3.6757337004932,16000007,40.831412818894
6_N_501____1__IT_1,40.4651855660968,-3.67550380180703,16000008,41.148645885087
6_N_501____1__IT_1,40.4653444582928,-3.6754470745515,16000009,41.48416051778
6_N_501____1__IT_1,40.4653444582928,-3.6754470745515,17000001,41.48416051778
6_N_501____1__IT_1,40.4654920573688,-3.67541938999253,17000002,41.500711820604
6_N_501____1__IT_1,40.465592345261,-3.67539488093385,17000003,41.528587709434
6_N_501____1__IT_1,40.4656955205447,-3.67535217428747,17000004,41.568475126154
6_N_501____1__IT_1,40.4659298178106,-3.6752451703485,17000005,41.63590716942
6_N_501____1__IT_1,40.466970938763,-3.67456604285501,17000006,41.832455527002
6_N_501____1__IT_1,40.4670962390934,-3.67446586589233,17000007,42.045300619639
6_N_501____1__IT_1,40.4670984056349,-3.67434220895269,17000008,42.268631939107
6_N_501____1__IT_1,40.4670809674097,-3.67418507185012,17000009,42.505425029025
6_N_501____1__IT_1,40.4669418672926,-3.67382583003486,17000010,42.776364645802
6_N_501____1__IT_1,40.4663545310337,-3.67238055984725,17000011,43.186098714143
6_N_501____1__IT_1,40.4663545310337,-3.67238055984725,18000001,43.186098714143
6_N_501____1__IT_1,40.4663512088132,-3.6723721470961,18000002,43.18690164241
6_N_501____1__IT_1,40.4662864230546,-3.67220834511853,18000003,43.203343230037
6_N_501____1__IT_1,40.4661537249533,-3.67179808983441,18000004,43.257556673903
6_N_501____1__IT_1,40.4661300640027,-3.67173651225279,18000005,43.317614110357
6_N_501____1__IT_1,40.4661388542199,-3.6716600570021,18000006,43.384226440843
6_N_501____1__IT_1,40.4661503811354,-3.67159091985198,18000007,43.456838239556
6_N_501____1__IT_1,40.4661538828957,-3.67146702777334,18000008,43.53996077544
6_N_501____1__IT_1,40.4662351913393,-3.67087735837395,18000009,43.67388353758
6_N_501____1__IT_1,40.4663681902026,-3.6700075442073,18000010,43.883012111495
6_N_501____1__IT_1,40.4665615078666,-3.66880736689513,18000011,44.196129204854
6_N_501____1__IT_1,40.4666451429859,-3.66829425832708,18000012,44.553726864833
6_N_501____1__IT_1,40.4667259281437,-3.66779205604876,18000013,44.954834902258
6_N_501____1__IT_1,40.46679537885,-3.66732619150384,18000014,45.396183840585
6_N_501____1__IT_1,40.4668704718316,-3.66684579991862,18000015,45.87910412391
6_N_501____1__IT_1,40.4669686716855,-3.66625774229447,18000016,46.413056989974
6_N_501____1__IT_1,40.4670187586185,-3.66599939000267,18000017,46.969607269079
6_N_501____1__IT_1,40.4671498002524,-3.66594501780774,18000018,47.54141654774
6_N_501____1__IT_1,40.4675717820178,-3.66609597349351,18000019,48.161784110379
6_N_501____1__IT_1,40.4675717820178,-3.66609597349351,19000001,48.161784110379
6_N_501____1__IT_1,40.4679183991655,-3.6662889370943,19000002,48.203593204784
6_N_501____1__IT_1,40.468240025463,-3.66637230111651,19000003,48.281796766367
6_N_501____1__IT_1,40.4688704740779,-3.66654984116589,19000004,48.431582656678
6_N_501____1__IT_1,40.4689399298922,-3.66656511019851,19000005,48.589186304135
6_N_501____1__IT_1,40.4690010009566,-3.66658758163315,19000006,48.753831648782
6_N_501____1__IT_1,40.4691483027899,-3.66661090574883,19000007,48.934947153256
6_N_501____1__IT_1,40.469581009904,-3.66673182404692,19000008,49.165176401753
6_N_501____1__IT_1,40.4699309297666,-3.6668336997927,19000009,49.435196600511
6_N_501____1__IT_1,40.4701587541616,-3.66688333436542,19000010,49.730853798542
6_N_501____1__IT_1,40.4703753644077,-3.666947445699,19000011,50.05116213282
6_N_501____1__IT_1,40.4705948634227,-3.66699335472925,19000012,50.396144530332
6_N_501____1__IT_1,40.4706575838068,-3.6670158469819,19000013,50.748345504142
6_N_501____1__IT_1,40.4707214777308,-3.66703105835251,19000014,51.107755212432
6_N_501____1__IT_1,40.470807644474,-3.66704284504769,19000015,51.4767817935
6_N_501____1__IT_1,40.4711162813015,-3.66706776494111,19000016,51.880133259827
6_N_501____1__IT_1,40.4711885846485,-3.66707212552474,19000017,52.291519170332
6_N_501____1__IT_1,40.4712414766315,-3.66706535750274,19000018,52.708804251668
6_N_501____1__IT_1,40.4712943722103,-3.66705859068591,19000019,53.131988891158
6_N_501____1__IT_1,40.4712943722103,-3.66705859068591,20000001,53.131988891158
6_N_501____1__IT_1,40.4714361925979,-3.66706728194108,20000002,53.147748704994
6_N_501____1__IT_1,40.4715180450597,-3.66710089927711,20000003,53.173030892959
6_N_501____1__IT_1,40.4716152557743,-3.66712737605629,20000004,53.209334788194
6_N_501____1__IT_1,40.471709601407,-3.66716840630648,20000005,53.256673895376
6_N_501____1__IT_1,40.4718038628519,-3.66722401760841,20000006,53.315489363205
6_N_501____1__IT_1,40.4718676515084,-3.66725745652041,20000007,53.381931948524
6_N_501____1__IT_1,40.4719370449744,-3.66728365831024,20000008,53.456391317279
6_N_501____1__IT_1,40.4721255887846,-3.66739123210127,20000009,53.553680200776
6_N_501____1__IT_1,40.4724078804186,-3.66752693445915,20000010,53.684349388114
6_N_501____1__IT_1,40.472819037686,-3.66762213137436,20000011,53.861366520663
6_N_501____1__IT_1,40.4732609201152,-3.66774723567106,20000012,54.088567621305
6_N_501____1__IT_1,40.4734994684127,-3.66781477306811,20000013,54.342860320411
6_N_501____1__IT_1,40.4740490722214,-3.66795880095586,20000014,54.659370783853
6_N_501____1__IT_1,40.474332317802,-3.66804544700077,20000015,55.008169087457
6_N_501____1__IT_1,40.4750179499508,-3.66819109021763,20000016,55.434069992087
6_N_501____1__IT_1,40.4753683115754,-3.66821643084583,20000017,55.898921626576
6_N_501____1__IT_1,40.4754795986814,-3.66821388761326,20000018,56.376128428182
6_N_501____1__IT_1,40.475510910769,-3.66820117270453,20000019,56.85697426717
6_N_501____1__IT_1,40.4755349543069,-3.66817632304349,20000020,57.341220151153
6_N_501____1__IT_1,40.4755527916036,-3.6681460122416,20000021,57.828709824084
6_N_501____1__IT_1,40.4755618213147,-3.66811140957868,20000022,58.319299224826
6_N_501____1__IT_1,40.4755668733179,-3.6680704583099,20000023,58.813404985973
6_N_501____1__IT_1,40.4755654442225,-3.66803995650946,20000024,59.310101183711
6_N_501____1__IT_1,40.4755592095445,-3.66800730599244,20000025,59.809650313757
6_N_501____1__IT_1,40.475557197264,-3.66797545117124,20000026,60.311908934658
6_N_501____1__IT_1,40.475557197264,-3.66797545117124,21000001,60.311908934658
6_N_501____1__IT_1,40.4753730146916,-3.66755501457717,21000002,60.35299636528
6_N_501____1__IT_1,40.4751012076597,-3.66697206935166,21000003,60.451981958085
6_N_501____1__IT_1,40.4749107231537,-3.66654743051381,21000004,60.592714469528
6_N_501____1__IT_1,40.4748205090628,-3.66628542563001,21000005,60.757810051204
6_N_501____1__IT_1,40.4747649638003,-3.66604448682118,21000006,60.944240129291
6_N_501____1__IT_1,40.4747251148084,-3.66582442506844,21000007,61.14984188222
6_N_501____1__IT_1,40.4747140047333,-3.66563599109153,21000008,61.371464528652
6_N_501____1__IT_1,40.4747140047333,-3.66563599109153,22000001,61.371464528652
6_N_501____1__IT_1,40.4746829048963,-3.66539034799225,22000002,61.392571676648
6_N_501____1__IT_1,40.4746799044337,-3.66522453258938,22000003,61.427738779858
6_N_501____1__IT_1,40.4746300577492,-3.66495463879185,22000004,61.486444111269
6_N_501____1__IT_1,40.474560474783,-3.66467936831221,22000005,61.569729020699
6_N_501____1__IT_1,40.474498175138,-3.66451296980737,22000006,61.668723426341
6_N_501____1__IT_1,40.4743884917735,-3.66433574324329,22000007,61.787055325711
6_N_501____1__IT_1,40.4741881807568,-3.66410581652177,22000008,61.934955739655
6_N_501____1__IT_1,40.4740153367579,-3.66391242561691,22000009,62.10809239924
6_N_501____1__IT_1,40.4738225457383,-3.66374992897312,22000010,62.306679557729
6_N_501____1__IT_1,40.4736730634698,-3.66361893979315,22000011,62.525232400691
6_N_501____1__IT_1,40.4736298428375,-3.66357188580077,22000012,62.750024458587
6_N_501____1__IT_1,40.4736103729922,-3.66351988564076,22000013,62.979725893367
6_N_501____1__IT_1,40.4736106406292,-3.663473263346,22000014,63.213379628147
6_N_501____1__IT_1,40.4736229462999,-3.6633956734873,22000015,63.45375102703
6_N_501____1__IT_1,40.4736669950357,-3.66329767232173,22000016,63.703762132019
6_N_501____1__IT_1,40.4736669950357,-3.66329767232173,23000001,63.703762132019
6_N_501____1__IT_1,40.4740295036164,-3.66281942242053,23000002,63.760883353824
6_N_501____1__IT_1,40.4744678342892,-3.66221757378952,23000003,63.888505046981
6_N_501____1__IT_1,40.4752709736314,-3.66110827888603,23000004,64.145704051488
6_N_501____1__IT_1,40.4754543329718,-3.6608458511643,23000005,64.43305483525
6_N_501____1__IT_1,40.4754543329718,-3.6608458511643,24000001,64.43305483525
6_N_501____1__IT_1,40.4754614137778,-3.66083612416428,24000002,64.434193980631
6_N_501____1__IT_1,40.4762632309794,-3.65973468785645,24000003,64.564325505192
6_N_501____1__IT_1,40.4768050654399,-3.65902150555124,24000004,64.779734152959
6_N_501____1__IT_1,40.4769202317061,-3.65884875785738,24000005,65.014581161892
6_N_501____1__IT_1,40.4769202317061,-3.65884875785738,25000001,65.014581161892
6_N_501____1__IT_1,40.4771985743802,-3.65843125041305,25000002,65.061561050679
6_N_501____1__IT_1,40.4772940417379,-3.65832856040561,25000003,65.122254842614
6_N_501____1__IT_1,40.4775556673783,-3.65820676920914,25000004,65.213770408103
6_N_501____1__IT_1,40.4783874172778,-3.65794028206987,25000005,65.400336376441
6_N_501____1__IT_1,40.4787346444615,-3.65780808792981,25000006,65.62704160173
6_N_501____1__IT_1,40.4788378628057,-3.65777374203862,25000007,65.865568525666
6_N_501____1__IT_1,40.4795517939125,-3.65749463230889,25000008,66.186800433274
6_N_501____1__IT_1,40.479894509907,-3.65732011620376,25000009,66.548849817253
6_N_501____1__IT_1,40.4800749900495,-3.65711208611044,25000010,66.937587887892
6_N_501____1__IT_1,40.4800749900495,-3.65711208611044,26000001,66.937587887892
6_N_501____1__IT_1,40.4806600769882,-3.65690112535178,26000002,67.004951331753
6_N_501____1__IT_1,40.4807430514171,-3.65686638985367,26000003,67.081984378408
6_N_501____1__IT_1,40.4810676140727,-3.65795216627051,26000004,67.257849665214
6_N_501____1__IT_1,40.4815351658045,-3.65954881744698,26000005,67.578658644189
6_N_501____1__IT_1,40.4816705663016,-3.66001681943919,26000006,67.941887521933
6_N_501____1__IT_1,40.4816705663016,-3.66001681943919,27000001,67.941887521933
6_N_501____1__IT_1,40.4819453511637,-3.66096661441346,27000002,68.02797687961
6_N_501____1__IT_1,40.4822315519469,-3.661950158295,27000003,68.203279418826
6_N_501____1__IT_1,40.4822888179249,-3.66214177517958,27000004,68.396022984181
6_N_501____1__IT_1,40.4823262684894,-3.66239688204489,27000005,68.610785253297
6_N_501____1__IT_1,40.4823262684894,-3.66239688204489,28000001,68.610785253297
