fecha;hora;identificador;peatones;device_id;Número_distrito;distrito;direccion;observaciones_direccion;latitude;longitude
02/01/2024 14:00;14:00;PERM_PEA01_PM01;2413;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
02/01/2024 15:00;15:00;PERM_PEA01_PM01;1932;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
02/01/2024 16:00;16:00;PERM_PEA01_PM01;1660;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
02/01/2024 17:00;17:00;PERM_PEA01_PM01;1126;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
02/01/2024 18:00;18:00;PERM_PEA01_PM01;1195;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
02/01/2024 19:00;19:00;PERM_PEA01_PM01;1182;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
02/01/2024 20:00;20:00;PERM_PEA01_PM01;1422;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
02/01/2024 21:00;21:00;PERM_PEA01_PM01;1981;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
02/01/2024 22:00;22:00;PERM_PEA01_PM01;2184;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
02/01/2024 23:00;23:00;PERM_PEA01_PM01;1523;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
03/01/2024 0:00;0:00;PERM_PEA01_PM01;710;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
03/01/2024 1:00;1:00;PERM_PEA01_PM01;188;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
03/01/2024 2:00;2:00;PERM_PEA01_PM01;75;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
03/01/2024 3:00;3:00;PERM_PEA01_PM01;70;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
03/01/2024 4:00;4:00;PERM_PEA01_PM01;29;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
03/01/2024 5:00;5:00;PERM_PEA01_PM01;16;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
03/01/2024 6:00;6:00;PERM_PEA01_PM01;33;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
03/01/2024 7:00;7:00;PERM_PEA01_PM01;39;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
03/01/2024 8:00;8:00;PERM_PEA01_PM01;152;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
03/01/2024 9:00;9:00;PERM_PEA01_PM01;495;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
03/01/2024 10:00;10:00;PERM_PEA01_PM01;1265;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
03/01/2024 11:00;11:00;PERM_PEA01_PM01;2143;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
03/01/2024 12:00;12:00;PERM_PEA01_PM01;2624;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
03/01/2024 13:00;13:00;PERM_PEA01_PM01;2200;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
03/01/2024 14:00;14:00;PERM_PEA01_PM01;2305;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
03/01/2024 15:00;15:00;PERM_PEA01_PM01;2314;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
03/01/2024 16:00;16:00;PERM_PEA01_PM01;2036;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
03/01/2024 17:00;17:00;PERM_PEA01_PM01;1424;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
03/01/2024 18:00;18:00;PERM_PEA01_PM01;1420;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
03/01/2024 19:00;19:00;PERM_PEA01_PM01;1542;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
03/01/2024 20:00;20:00;PERM_PEA01_PM01;1589;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
03/01/2024 21:00;21:00;PERM_PEA01_PM01;1895;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
03/01/2024 22:00;22:00;PERM_PEA01_PM01;1850;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
03/01/2024 23:00;23:00;PERM_PEA01_PM01;1493;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
04/01/2024 0:00;0:00;PERM_PEA01_PM01;646;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
04/01/2024 1:00;1:00;PERM_PEA01_PM01;228;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
04/01/2024 2:00;2:00;PERM_PEA01_PM01;91;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
04/01/2024 3:00;3:00;PERM_PEA01_PM01;63;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
04/01/2024 4:00;4:00;PERM_PEA01_PM01;13;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
04/01/2024 5:00;5:00;PERM_PEA01_PM01;18;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
04/01/2024 6:00;6:00;PERM_PEA01_PM01;44;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
04/01/2024 7:00;7:00;PERM_PEA01_PM01;64;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
04/01/2024 8:00;8:00;PERM_PEA01_PM01;216;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
04/01/2024 9:00;9:00;PERM_PEA01_PM01;746;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
04/01/2024 10:00;10:00;PERM_PEA01_PM01;1598;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
04/01/2024 11:00;11:00;PERM_PEA01_PM01;2293;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
04/01/2024 12:00;12:00;PERM_PEA01_PM01;2193;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
04/01/2024 13:00;13:00;PERM_PEA01_PM01;2113;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
04/01/2024 14:00;14:00;PERM_PEA01_PM01;1955;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
04/01/2024 15:00;15:00;PERM_PEA01_PM01;1406;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
04/01/2024 16:00;16:00;PERM_PEA01_PM01;1650;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
04/01/2024 17:00;17:00;PERM_PEA01_PM01;1597;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
04/01/2024 18:00;18:00;PERM_PEA01_PM01;1646;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
04/01/2024 19:00;19:00;PERM_PEA01_PM01;1275;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
04/01/2024 20:00;20:00;PERM_PEA01_PM01;1174;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
04/01/2024 21:00;21:00;PERM_PEA01_PM01;1098;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
04/01/2024 22:00;22:00;PERM_PEA01_PM01;1304;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
04/01/2024 23:00;23:00;PERM_PEA01_PM01;964;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
05/01/2024 0:00;0:00;PERM_PEA01_PM01;430;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
05/01/2024 1:00;1:00;PERM_PEA01_PM01;127;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
05/01/2024 2:00;2:00;PERM_PEA01_PM01;80;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
05/01/2024 3:00;3:00;PERM_PEA01_PM01;32;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
05/01/2024 4:00;4:00;PERM_PEA01_PM01;28;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
05/01/2024 5:00;5:00;PERM_PEA01_PM01;32;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
05/01/2024 6:00;6:00;PERM_PEA01_PM01;78;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
05/01/2024 7:00;7:00;PERM_PEA01_PM01;82;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
05/01/2024 8:00;8:00;PERM_PEA01_PM01;323;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
05/01/2024 9:00;9:00;PERM_PEA01_PM01;704;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
05/01/2024 10:00;10:00;PERM_PEA01_PM01;1406;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
05/01/2024 11:00;11:00;PERM_PEA01_PM01;2243;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
05/01/2024 12:00;12:00;PERM_PEA01_PM01;2676;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
05/01/2024 13:00;13:00;PERM_PEA01_PM01;2749;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
05/01/2024 14:00;14:00;PERM_PEA01_PM01;2499;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
05/01/2024 15:00;15:00;PERM_PEA01_PM01;2416;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
05/01/2024 16:00;16:00;PERM_PEA01_PM01;2291;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
05/01/2024 17:00;17:00;PERM_PEA01_PM01;2123;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
05/01/2024 18:00;18:00;PERM_PEA01_PM01;2160;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
05/01/2024 19:00;19:00;PERM_PEA01_PM01;1991;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
05/01/2024 20:00;20:00;PERM_PEA01_PM01;1779;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
05/01/2024 21:00;21:00;PERM_PEA01_PM01;1880;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
05/01/2024 22:00;22:00;PERM_PEA01_PM01;1754;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
05/01/2024 23:00;23:00;PERM_PEA01_PM01;1167;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
06/01/2024 0:00;0:00;PERM_PEA01_PM01;793;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
06/01/2024 1:00;1:00;PERM_PEA01_PM01;375;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
06/01/2024 2:00;2:00;PERM_PEA01_PM01;298;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
06/01/2024 3:00;3:00;PERM_PEA01_PM01;158;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
06/01/2024 4:00;4:00;PERM_PEA01_PM01;85;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
06/01/2024 5:00;5:00;PERM_PEA01_PM01;64;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
06/01/2024 6:00;6:00;PERM_PEA01_PM01;136;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
06/01/2024 7:00;7:00;PERM_PEA01_PM01;76;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
06/01/2024 8:00;8:00;PERM_PEA01_PM01;119;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
06/01/2024 9:00;9:00;PERM_PEA01_PM01;404;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
06/01/2024 10:00;10:00;PERM_PEA01_PM01;992;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
06/01/2024 11:00;11:00;PERM_PEA01_PM01;1798;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
06/01/2024 12:00;12:00;PERM_PEA01_PM01;2343;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
06/01/2024 13:00;13:00;PERM_PEA01_PM01;2286;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
06/01/2024 14:00;14:00;PERM_PEA01_PM01;2206;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
06/01/2024 15:00;15:00;PERM_PEA01_PM01;2201;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
06/01/2024 16:00;16:00;PERM_PEA01_PM01;2386;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
06/01/2024 17:00;17:00;PERM_PEA01_PM01;1926;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
06/01/2024 18:00;18:00;PERM_PEA01_PM01;2044;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
06/01/2024 19:00;19:00;PERM_PEA01_PM01;2257;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
06/01/2024 20:00;20:00;PERM_PEA01_PM01;2261;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
06/01/2024 21:00;21:00;PERM_PEA01_PM01;2265;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
06/01/2024 22:00;22:00;PERM_PEA01_PM01;1681;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
06/01/2024 23:00;23:00;PERM_PEA01_PM01;1098;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
07/01/2024 0:00;0:00;PERM_PEA01_PM01;690;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
07/01/2024 1:00;1:00;PERM_PEA01_PM01;421;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
07/01/2024 2:00;2:00;PERM_PEA01_PM01;205;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
07/01/2024 3:00;3:00;PERM_PEA01_PM01;181;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
07/01/2024 4:00;4:00;PERM_PEA01_PM01;84;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
07/01/2024 5:00;5:00;PERM_PEA01_PM01;118;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
07/01/2024 6:00;6:00;PERM_PEA01_PM01;145;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
07/01/2024 7:00;7:00;PERM_PEA01_PM01;82;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
07/01/2024 8:00;8:00;PERM_PEA01_PM01;140;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
07/01/2024 9:00;9:00;PERM_PEA01_PM01;483;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
07/01/2024 10:00;10:00;PERM_PEA01_PM01;1169;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
07/01/2024 11:00;11:00;PERM_PEA01_PM01;2062;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
07/01/2024 12:00;12:00;PERM_PEA01_PM01;2510;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
07/01/2024 13:00;13:00;PERM_PEA01_PM01;2318;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
07/01/2024 14:00;14:00;PERM_PEA01_PM01;2320;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
07/01/2024 15:00;15:00;PERM_PEA01_PM01;2147;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
07/01/2024 16:00;16:00;PERM_PEA01_PM01;2530;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
07/01/2024 17:00;17:00;PERM_PEA01_PM01;2275;PERM_PEA01_PM01;1;Centro;Calle Arenal esquina San Martín;Calle peatonal;40.417.386;-3.707.141
