num_expediente,fecha,hora,localizacion,cod_distrito,distrito,tipo_accidente,estado_meteorológico,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga,peaton_involucrado,vehiculos_involucrados,lesividad,nivel_lesividad
2025S000056,2025-01-01,00:49:00,CALL. LOPEZ DE HOYOS / CALL. ROS DE OLANO,5,CHAMARTÍN,Colisión fronto-lateral,Despejado,442966,4477385,false,false,false,"Ciclomotor, Turismo",Asistencia sanitaria sólo en el lugar del accidente,1
2025S000057,2025-01-01,02:20:00,GTA. RIO ZANCARA / CALL. ARROYO DE POZUELO,9,MONCLOA-ARAVACA,Colisión lateral,Despejado,433911,4478290,false,false,false,Turismo,Desconocido,5
2025S000058,2025-01-01,03:18:00,CALL. GALLUR,10,LATINA,Choque contra obstáculo fijo,Despejado,437019,4471984,true,false,false,Turismo,Sin asistencia sanitaria,1
2025S000060,2025-01-01,04:00:00,CALL. LUCHANA / CALL. EGUILAZ,7,CHAMBERÍ,Colisión lateral,Despejado,440567,4475699,false,false,false,"Maquinaria de obras, Turismo",Desconocido,5
2025S000061,2025-01-01,03:30:00,AVDA. PABLO IGLESIAS,6,TETUÁN,Colisión fronto-lateral,,439772,4477959,false,false,false,Turismo,Desconocido,5
2025S000063,2025-01-01,06:58:00,CALL. PRINCESA,1,CENTRO,Alcance,Despejado,439427,4475473,true,false,false,"Motocicleta hasta 125cc, Turismo",Sin asistencia sanitaria,1
2025S000064,2025-01-01,07:10:00,PASEO. ARTILLEROS / CALL. CALAHORRA,19,VICÁLVARO,Choque contra obstáculo fijo,,448291,4473199,true,false,false,Turismo,Desconocido,5
2025S000065,2025-01-01,07:30:00,CALL. CAMINO DE LOS VINATEROS / CALL. CORREGIDOR DIEGO DE VALDERRABANO,14,MORATALAZ,Colisión fronto-lateral,Despejado,444161,4473548,false,false,false,Turismo,Desconocido,5
2025S000069,2025-01-01,07:50:00,CALL. MIGUEL PALACIOS / AVDA. PEÑA PRIETA,13,PUENTE DE VALLECAS,Choque contra obstáculo fijo,Despejado,443545,4472565,false,false,false,"Motocicleta hasta 125cc, Turismo",Desconocido,5
2025S000070,2025-01-01,08:05:00,AVDA. ALBUFERA / CALL. CANTALAPIEDRA,13,PUENTE DE VALLECAS,Alcance,Despejado,444319,4471444,false,false,false,"Furgoneta, Turismo",Desconocido,5
2025S000072,2025-01-01,07:30:00,CALL. EMBALSE DE NAVACERRADA,18,VILLA DE VALLECAS,Alcance,Despejado,449221,4467966,false,false,false,Turismo,Desconocido,5
2025S000074,2025-01-01,10:00:00,CALL. MATEO INURRIA,5,CHAMARTÍN,Otro,Despejado,441824,4479788,false,false,false,Turismo,Desconocido,5
2025S000076,2025-01-01,08:00:00,CALL. MISTERIOS,15,CIUDAD LINEAL,Colisión fronto-lateral,Despejado,445740,4476666,true,false,false,Turismo,Sin asistencia sanitaria,1
2025S000079,2025-01-01,09:20:00,CALL. LUIS MARTINEZ FEDUCHI,16,HORTALEZA,Choque contra obstáculo fijo,,445608,4483449,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S000081,2025-01-01,12:00:00,CALL. JUSTA GARCIA,12,USERA,Colisión lateral,,439770,4470485,true,false,false,Turismo,Desconocido,5
2025S000082,2025-01-01,12:30:00,AVDA. NICETO ALCALA ZAMORA / CALL. JULIO CASARES,16,HORTALEZA,Choque contra obstáculo fijo,Despejado,445225,4482368,false,false,false,Turismo,Desconocido,5
2025S000085,2025-01-01,14:40:00,CALL. SANTUARIO / CALL. CRISTO DE LEPANTO,12,USERA,Alcance,Despejado,440626,4470360,false,false,false,"Motocicleta hasta 125cc, Turismo",Ingreso superior a 24 horas,1
2025S000086,2025-01-01,14:50:00,PLAZA. ALSACIA,20,SAN BLAS-CANILLEJAS,Choque contra obstáculo fijo,Despejado,447046,4474268,false,true,false,Turismo,Sin asistencia sanitaria,1
2025S000087,2025-01-01,15:00:00,GTA. OSWALDO PAYA SARDIÑAS / CALL. LAS PEDROÑERAS,16,HORTALEZA,Colisión fronto-lateral,Despejado,446111,4479587,false,false,false,Turismo,Desconocido,1
2025S000088,2025-01-01,17:10:00,CALL. OCA / CALL. GENERAL RICARDOS,11,CARABANCHEL,Otro,Despejado,437920,4471163,false,false,false,"Bicicleta, Turismo",Asistencia sanitaria sólo en el lugar del accidente,1
2025S000089,2025-01-01,17:15:00,CALL. DOCTOR CASTELO,3,RETIRO,Colisión lateral,,443056,4474604,false,false,false,Turismo,Desconocido,5
2025S000095,2025-01-01,19:50:00,CALL. ISABELITA USERA,12,USERA,Alcance,Despejado,439909,4470633,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S000097,2025-01-01,19:45:00,CALL. GENEROSIDAD / CALL. VILLAFUERTE,17,VILLAVERDE,Caída,Despejado,441441,4467570,false,false,false,Bicicleta,Asistencia sanitaria sólo en el lugar del accidente,3
2025S000099,2025-01-01,18:52:00,CALL. CARDENAL SILICEO,5,CHAMARTÍN,Choque contra obstáculo fijo,Despejado,443148,4477296,false,false,false,Turismo,Desconocido,5
2025S000100,2025-01-01,14:30:00,CALL. FRANCISCO VILLAESPESA / CALL. LAGO CONSTANZA,15,CIUDAD LINEAL,Colisión lateral,Despejado,445215,4475591,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S000101,2025-01-01,19:35:00,CALL. VALLE DE MENA / CALL. CANDIDO MATEOS,8,FUENCARRAL-EL PARDO,Colisión lateral,Despejado,439059,4480288,false,false,false,Turismo,Desconocido,5
2025S000102,2025-01-01,19:50:00,CALL. SAMANIEGO / CALL. ARRASTARIA,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,450387,4477438,false,false,false,"Motocicleta > 125cc, Turismo",Asistencia sanitaria sólo en el lugar del accidente,1
2025S000103,2025-01-01,20:20:00,CALL. PUERTO ALTO / CALL. SIERRA DEL CASTILLO,13,PUENTE DE VALLECAS,Choque contra obstáculo fijo,Despejado,443283,4471608,false,false,false,Turismo,Desconocido,5
2025S000104,2025-01-01,20:00:00,AVDA. CANILLEJAS A VICALVARO / CALL. ALBAIDA,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,448086,4476110,false,false,false,"Todo terreno, Turismo",Sin asistencia sanitaria,1
2025S000105,2025-01-01,20:11:00,CALL. PAUL GUINARD,9,MONCLOA-ARAVACA,Choque contra obstáculo fijo,Despejado,438089,4477031,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S000106,2025-01-01,20:50:00,AVDA. VALLADOLID,9,MONCLOA-ARAVACA,Alcance,Despejado,438329,4475310,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S000107,2025-01-01,20:15:00,AVDA. MARQUES DE CORBERA / CALL. ALCALDE SAINZ DE BARANDA,15,CIUDAD LINEAL,Alcance,Despejado,444063,4474740,false,false,false,"Turismo, VMU eléctrico",Sin asistencia sanitaria,1
2025S000108,2025-01-01,21:45:00,RONDA. VALENCIA,1,CENTRO,Colisión fronto-lateral,,440600,4473022,false,false,false,"Autobús, Turismo",Sin asistencia sanitaria,1
2025S000109,2025-01-01,20:30:00,CALL. PONZANO / CALL. RIOS ROSAS,7,CHAMBERÍ,Alcance,,440717,4477078,false,false,false,Turismo,Desconocido,5
2025S000110,2025-01-01,22:08:00,CALL. MENDEZ ALVARO / AVDA. ENTREVIAS,13,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,442678,4471458,false,false,false,"Motocicleta hasta 125cc, Turismo",Atención en urgencias sin posterior ingreso,1
2025S000111,2025-01-01,23:20:00,AUTOV. M-23 / AUTOV. M-40,14,MORATALAZ,Choque contra obstáculo fijo,Despejado,447727,4474083,false,false,false,Turismo,Desconocido,5
2025S000112,2025-01-01,23:39:00,CALL. PINTOR EL GRECO / CALL. MARTIN FIERRO,9,MONCLOA-ARAVACA,Caída,Despejado,437840,4476711,false,false,false,Ciclomotor,Atención en urgencias sin posterior ingreso,6
2025S000115,2025-01-01,23:35:00,CALL. ALEJANDRO MORAN,11,CARABANCHEL,Choque contra obstáculo fijo,Despejado,437769,4470951,false,false,false,Turismo,Desconocido,5
2025S000207,2025-01-01,13:20:00,CALL. SERRALLO / CALL. BERRUGUETE,6,TETUÁN,Choque contra obstáculo fijo,Despejado,440227,4479010,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S000216,2025-01-01,12:30:00,CALL. AYERBE / CALL. PARROCO MAXIMO MARTINEZ DE CASTRO,21,BARAJAS,Colisión fronto-lateral,Despejado,450832,4479940,false,false,false,Turismo,Desconocido,5
2025S000161,2025-01-02,04:55:00,CALL. MARTINEZ VILLERGAS / CALL. VERDAGUER Y GARCIA,15,CIUDAD LINEAL,Choque contra obstáculo fijo,Despejado,444585,4476880,false,false,false,Turismo,Desconocido,5
2025S000164,2025-01-02,06:45:00,CALL. SAN JAIME / CALL. SIERRA DE GUADALUPE,18,VILLA DE VALLECAS,Caída,Despejado,447014,4470279,false,false,false,Motocicleta hasta 125cc,Asistencia sanitaria sólo en el lugar del accidente,3
2025S000165,2025-01-02,07:16:00,AVDA. MENENDEZ PELAYO / AVDA. NAZARET,3,RETIRO,Caída,Despejado,442629,4473641,false,false,false,Motocicleta > 125cc,Ingreso inferior o igual a 24 horas,7
2025S000197,2025-01-02,07:40:00,AUTOV. A-4,13,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,441964,4469781,false,false,false,"Furgoneta, Turismo",Desconocido,5
2025S000202,2025-01-02,09:30:00,AVDA. ALBUFERA / CALL. SIERRA DE JAVALAMBRE,13,PUENTE DE VALLECAS,Alcance,Despejado,443329,4472101,false,false,false,"Bicicleta, Turismo",Asistencia sanitaria sólo en el lugar del accidente,1
2025S000203,2025-01-02,11:30:00,CALL. EDGAR NEVILLE / CALL. BASILICA,6,TETUÁN,Colisión lateral,Despejado,440911,4477860,false,false,false,"Furgoneta, Turismo",Sin asistencia sanitaria,1
2025S000206,2025-01-02,10:35:00,AVDA. CIUDAD DE BARCELONA / CALL. DOCTOR ESQUERDO,3,RETIRO,Choque contra obstáculo fijo,Despejado,442746,4472502,false,false,false,Turismo,Asistencia sanitaria sólo en el lugar del accidente,3
2025S000208,2025-01-02,11:16:00,CALL. GUETARIA / CALL. ALZOLA,12,USERA,Choque contra obstáculo fijo,Despejado,439239,4468858,false,false,false,Maquinaria de obras,Desconocido,5
2025S000209,2025-01-02,11:10:00,CALL. GONZALO LOPEZ,11,CARABANCHEL,Colisión lateral,,438048,4470874,false,false,false,Turismo,Desconocido,5
2025S000210,2025-01-02,09:50:00,PASEO. PRADO,1,CENTRO,Colisión lateral,Despejado,441071,4474150,false,false,false,"Motocicleta > 125cc, Turismo",Sin asistencia sanitaria,1
2025S000215,2025-01-02,11:05:00,CALL. MENDEZ ALVARO / CALL. RETAMA,13,PUENTE DE VALLECAS,Alcance,Despejado,442543,4471570,false,false,false,"Furgoneta, Turismo",Sin asistencia sanitaria,1
2025S000217,2025-01-02,12:25:00,PASEO. LA HABANA / CALL. INFANTA MARIA TERESA,5,CHAMARTÍN,Colisión fronto-lateral,Despejado,442038,4478402,false,false,false,"Motocicleta hasta 125cc, Turismo",Asistencia sanitaria sólo en el lugar del accidente,1
2025S000218,2025-01-02,11:45:00,CALL. ARGENSOLA,1,CENTRO,Colisión lateral,Despejado,441061,4475212,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S000229,2025-01-02,11:46:00,CALL. COLEGIATA,1,CENTRO,Colisión lateral,,440018,4473856,false,false,false,"Motocicleta > 125cc, Turismo",Desconocido,5
2025S000230,2025-01-02,12:55:00,CALL. ALTO DEL RETIRO,18,VILLA DE VALLECAS,Colisión fronto-lateral,Despejado,449129,4468952,false,false,false,Turismo,Desconocido,5
2025S000233,2025-01-02,12:40:00,PLAZA DEL CARMEN 2,1,CENTRO,Choque contra obstáculo fijo,Despejado,440326,4474488,false,false,false,Turismo,Desconocido,5
2025S000234,2025-01-02,14:10:00,GTA. YUCATAN / CALL. PEONIAS,16,HORTALEZA,Colisión fronto-lateral,Despejado,446875,4478031,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S000236,2025-01-02,12:25:00,AVDA. LA GAVIA / CALL. LA ADRADA,18,VILLA DE VALLECAS,Colisión fronto-lateral,Despejado,447974,4469184,false,false,false,Turismo,Asistencia sanitaria sólo en el lugar del accidente,1
2025S000237,2025-01-02,15:25:00,AVDA. CIUDAD DE BARCELONA,3,RETIRO,Alcance,,442702,4472531,false,false,false,"Motocicleta hasta 125cc, Turismo",Sin asistencia sanitaria,1
2025S000238,2025-01-02,14:20:00,CALL. DOCTOR ESQUERDO,4,SALAMANCA,Colisión lateral,Despejado,443272,4474941,false,false,false,"Motocicleta hasta 125cc, Turismo",Ingreso inferior o igual a 24 horas,1
2025S000247,2025-01-02,15:45:00,CALL. EMILIO MUÑOZ / CALL. RUFINO GONZALEZ,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,447035,4476076,false,false,false,"Furgoneta, Turismo",Sin asistencia sanitaria,1
2025S000252,2025-01-02,15:55:00,CALL. NUESTRA SEÑORA DE VALVERDE,8,FUENCARRAL-EL PARDO,Choque contra obstáculo fijo,,441868,4483995,false,false,false,Turismo,Desconocido,5
2025S000276,2025-01-02,18:43:00,CALL. JOSE DEL PINO,17,VILLAVERDE,Colisión lateral,,441702,4466966,false,false,false,"Furgoneta, Motocicleta > 125cc",Desconocido,5
2025S000277,2025-01-02,15:50:00,CALL. ALCALA / CALL. VALENTIN BEATO,20,SAN BLAS-CANILLEJAS,Colisión lateral,Despejado,446711,4476837,false,false,false,Turismo,Desconocido,5
2025S000278,2025-01-02,15:45:00,AUTOV. M-30,2,ARGANZUELA,Alcance,Despejado,442073,4470736,false,false,false,"Furgoneta, Turismo",Desconocido,5
2025S000279,2025-01-02,19:12:00,CALL. LUIS DE HOYOS SAINZ,14,MORATALAZ,Atropello a persona,Despejado,445816,4472952,false,false,true,Turismo,Sin asistencia sanitaria,1
2025S000284,2025-01-02,19:00:00,CALL. ALGODONALES,6,TETUÁN,Alcance,Despejado,440462,4479168,false,false,false,"Furgoneta, Turismo",Sin asistencia sanitaria,1
2025S000294,2025-01-02,19:25:00,CALL. CALAMINA,17,VILLAVERDE,Atropello a persona,Despejado,439568,4466467,false,false,true,Turismo,Sin asistencia sanitaria,1
2025S000300,2025-01-02,18:55:00,AVDA. MIGUEL DELIBES / CALL. JOSE ESCOBAR Y SALIENTE,19,VICÁLVARO,Alcance,Despejado,452342,4472944,false,false,false,"Furgoneta, Motocicleta > 125cc, Turismo",Desconocido,1
2025S000305,2025-01-02,19:30:00,CALL. ADOLFO BIOY CASARES,18,VILLA DE VALLECAS,Colisión lateral,Despejado,449130,4468898,false,false,false,"Furgoneta, Turismo",Desconocido,5
2025S000306,2025-01-02,18:30:00,CALL. ALCALA,4,SALAMANCA,Colisión múltiple,Despejado,443443,4475591,false,false,false,Turismo,Desconocido,5
2025S000311,2025-01-02,20:10:00,RONDA. ATOCHA,2,ARGANZUELA,Caída,Despejado,441086,4473191,false,false,false,Autobús articulado,Sin asistencia sanitaria,1
2025S000313,2025-01-02,20:55:00,AVDA. PLANETARIO,2,ARGANZUELA,Choque contra obstáculo fijo,Despejado,442273,4471812,false,false,false,"Furgoneta, Turismo",Desconocido,5
2025S000374,2025-01-02,21:30:00,CALL. ARROYO FONTARRON / AUTOV. A-3,14,MORATALAZ,Alcance,Despejado,445769,4471790,false,false,false,"Motocicleta > 125cc, Turismo",Asistencia sanitaria sólo en el lugar del accidente,1
2025S000397,2025-01-02,22:50:00,CALL. JOSE DEL HIERRO,15,CIUDAD LINEAL,Colisión fronto-lateral,Despejado,445491,4476871,false,false,false,"Furgoneta, Turismo",Desconocido,5
2025S000398,2025-01-02,00:15:00,CALL. GINZO DE LIMIA / CALL. SINESIO DELGADO,8,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Despejado,440459,4480599,false,false,false,Turismo,Asistencia sanitaria sólo en el lugar del accidente,1
2025S000411,2025-01-02,21:50:00,CALL. ALCALA / FUENT. CIBELES,1,CENTRO,Alcance,,440973,4474482,false,false,false,"Cuadriciclo no ligero, Turismo",Desconocido,5
2025S000412,2025-01-02,22:40:00,AVDA. DAROCA,15,CIUDAD LINEAL,Colisión frontal,Despejado,446539,4474363,false,false,false,"Motocicleta hasta 125cc, Turismo",Asistencia sanitaria sólo en el lugar del accidente,1
2025S000416,2025-01-02,12:50:00,CALL. CARPIO Y TORTA / CALL. PRADO MERINERO,11,CARABANCHEL,Colisión fronto-lateral,Despejado,435958,4468478,false,false,false,Turismo,Desconocido,5
2025S000432,2025-01-02,11:00:00,GTA. ERMITA DE LA VIRGEN DE LA SOLEDAD / AUTOV. M-11,21,BARAJAS,Alcance,Despejado,450584,4479818,false,false,false,Turismo,Desconocido,5
2025S024458,2025-01-02,10:13:00,PLAZA. TORCUATO FERNANDEZ MIRANDA,8,FUENCARRAL-EL PARDO,Otro,,439053,4483031,false,false,false,Turismo,Desconocido,5
2025S000414,2025-01-03,05:01:00,CALL. EDUARDO BARREIROS,17,VILLAVERDE,Alcance,,440354,4467830,false,false,false,"Camión rígido, Turismo",Desconocido,5
2025S000415,2025-01-03,05:30:00,CALL. CARRANZA,1,CENTRO,Choque contra obstáculo fijo,Despejado,440205,4475664,false,false,false,Turismo,Desconocido,5
2025S000417,2025-01-03,06:45:00,CTRA. VILLAVERDE A VALLECAS,18,VILLA DE VALLECAS,Choque contra obstáculo fijo,Despejado,444443,4468640,false,false,false,"Motocicleta hasta 125cc, Todo terreno, Turismo",Desconocido,5
2025S000418,2025-01-03,08:15:00,CALL. O'DONNELL,4,SALAMANCA,Atropello a persona,Despejado,442673,4474769,false,false,true,Motocicleta > 125cc,Sin asistencia sanitaria,1
2025S000419,2025-01-03,07:00:00,CALL. CAMINO DE LOS VINATEROS / CALL. ARROYO DE LA MEDIA LEGUA,14,MORATALAZ,Alcance,Despejado,444431,4473554,false,false,false,"Motocicleta hasta 125cc, Todo terreno",Asistencia sanitaria sólo en el lugar del accidente,1
2025S000420,2025-01-03,09:10:00,RONDA. ATOCHA,2,ARGANZUELA,Caída,Despejado,441196,4473260,false,false,false,"Motocicleta hasta 125cc, Turismo",Asistencia sanitaria inmediata en centro de salud o mutua,5
2025S000433,2025-01-03,10:00:00,CALL. ALCALA / CALL. ARGENTINA,15,CIUDAD LINEAL,Colisión fronto-lateral,Despejado,444968,4476028,false,false,false,"Motocicleta hasta 125cc, Turismo",Desconocido,5
2025S000445,2025-01-03,11:00:00,AVDA. PIO XII,5,CHAMARTÍN,Colisión múltiple,Nublado,442789,4479762,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S000452,2025-01-03,11:00:00,AVDA. GRAN VIA DE VILLAVERDE / AVDA. ANDALUCIA,17,VILLAVERDE,Alcance,Despejado,441141,4466419,false,false,false,"Furgoneta, Turismo",Sin asistencia sanitaria,1
2025S000456,2025-01-03,11:15:00,CALL. ARROYO DE LA MEDIA LEGUA / AUTOV. M-23,14,MORATALAZ,Solo salida de la vía,,445136,4474054,false,false,false,Furgoneta,Desconocido,5
2025S000469,2025-01-03,12:15:00,CALL. SAN MAXIMILIANO,15,CIUDAD LINEAL,Choque contra obstáculo fijo,Despejado,444630,4475196,false,false,false,"Furgoneta, Turismo",Desconocido,5
2025S000473,2025-01-03,13:20:00,PASEO. CASTELLANA / CALL. GOYA,4,SALAMANCA,Colisión fronto-lateral,Despejado,441451,4475230,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S000479,2025-01-03,13:10:00,CALL. EUGENIA DE MONTIJO,11,CARABANCHEL,Colisión frontal,,436413,4469903,false,false,false,Turismo,Desconocido,5
2025S000483,2025-01-03,12:50:00,CALL. DOCTOR ESQUERDO / CALL. IBIZA,3,RETIRO,Colisión lateral,Despejado,443213,4474378,false,false,false,"Turismo, Vehículo articulado",Desconocido,5
2025S000484,2025-01-03,13:04:00,CALL. PALOS DE LA FRONTERA,2,ARGANZUELA,Colisión lateral,Despejado,441003,4472741,false,false,false,"Camión rígido, Turismo",Desconocido,5
2025S000486,2025-01-03,13:20:00,CTRA. VILLAVERDE A VALLECAS / CALL. CASAS DE MIRAVETE,18,VILLA DE VALLECAS,Colisión lateral,Despejado,445614,4469251,false,false,false,"Tractocamión, Turismo",Desconocido,1
2025S000487,2025-01-03,13:20:00,CALL. PRINCIPE DE VERGARA,5,CHAMARTÍN,Alcance,,442604,4478689,false,false,false,"Motocicleta hasta 125cc, Turismo",Desconocido,5
2025S000488,2025-01-03,13:40:00,AVDA. CARDENAL HERRERA ORIA / AUTOV. M-30,8,FUENCARRAL-EL PARDO,Caída,Despejado,436296,4480875,false,false,false,Motocicleta hasta 125cc,Asistencia sanitaria inmediata en centro de salud o mutua,5
2025S000489,2025-01-03,14:00:00,CALL. ISLA DE AROSA,8,FUENCARRAL-EL PARDO,Atropello a persona,Lluvia débil,439208,4481246,false,false,true,Ciclomotor,Sin asistencia sanitaria,1
2025S000490,2025-01-03,15:00:00,CALL. RAIMUNDO FERNANDEZ VILLAVERDE,6,TETUÁN,Choque contra obstáculo fijo,,440906,4477564,false,false,false,Autobús,Desconocido,5
2025S000511,2025-01-03,15:00:00,CALL. SANTIAGO DE COMPOSTELA / GTA. REALES ACADEMIAS,8,FUENCARRAL-EL PARDO,Colisión lateral,Lluvia débil,440195,4481492,false,false,false,"Semiremolque, Turismo",Desconocido,5
2025S000514,2025-01-03,14:50:00,AVDA. AMERICA,4,SALAMANCA,Colisión múltiple,Lluvia débil,443580,4477119,false,false,false,"Todo terreno, Turismo",Sin asistencia sanitaria,1
2025S000516,2025-01-03,17:29:00,PLAZA. CHAMBERI,7,CHAMBERÍ,Caída,Nublado,440854,4475979,false,false,false,Motocicleta hasta 125cc,Asistencia sanitaria sólo en el lugar del accidente,3
2025S000519,2025-01-03,16:30:00,CALL. SAN FLORENCIO / CALL. PICO DEL SALTADERO,13,PUENTE DE VALLECAS,Colisión fronto-lateral,Nublado,443988,4472853,false,false,false,Turismo,Desconocido,5
2025S000521,2025-01-03,17:30:00,PASEO. CHOPERA,2,ARGANZUELA,Alcance,Lluvia débil,440482,4471906,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S000522,2025-01-03,17:05:00,AVDA. ENSANCHE DE VALLECAS,18,VILLA DE VALLECAS,Choque contra obstáculo fijo,Nublado,447791,4469573,false,false,false,Turismo,Atención en urgencias sin posterior ingreso,6
2025S000523,2025-01-03,14:20:00,PASEO. CASTELLANA,8,FUENCARRAL-EL PARDO,Caída,Despejado,441815,4481005,false,false,false,Motocicleta hasta 125cc,Asistencia sanitaria sólo en el lugar del accidente,3
2025S000524,2025-01-03,17:58:00,CALL. ARROYO DE LA MEDIA LEGUA / AUTOV. M-23,14,MORATALAZ,Choque contra obstáculo fijo,Nublado,445055,4474013,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S000525,2025-01-03,17:20:00,CALL. JOSE ORTEGA Y GASSET / CALL. MONTESA,4,SALAMANCA,Caída,Lluvia débil,442984,4475676,false,false,false,"Motocicleta hasta 125cc, Turismo",Asistencia sanitaria sólo en el lugar del accidente,1
2025S000526,2025-01-03,18:50:00,CALL. DOCTOR FLEMING / CALL. PROFESOR WAKSMAN,5,CHAMARTÍN,Colisión fronto-lateral,Nublado,441634,4478602,false,false,false,"Furgoneta, Turismo",Asistencia sanitaria sólo en el lugar del accidente,3
2025S000527,2025-01-03,17:45:00,CTRA. BOADILLA DEL MONTE / CALL. GALICIA,10,LATINA,Colisión fronto-lateral,Lluvia débil,434437,4472351,false,false,false,"Motocicleta > 125cc, Turismo",Asistencia sanitaria sólo en el lugar del accidente,1
2025S000528,2025-01-03,18:35:00,PLAZA. INDEPENDENCIA / CALL. SERRANO,4,SALAMANCA,Caída,Lluvia débil,441577,4474644,false,false,false,Motocicleta hasta 125cc,Asistencia sanitaria sólo en el lugar del accidente,3
2025S000529,2025-01-03,17:06:00,AVDA. CIUDAD DE BARCELONA / AVDA. MENENDEZ PELAYO,3,RETIRO,Caída,Despejado,442237,4472847,false,false,false,Motocicleta hasta 125cc,Ingreso inferior o igual a 24 horas,7
2025S000530,2025-01-03,18:28:00,CALL. RICARDO ORTIZ / CALL. SAN MARCELO,15,CIUDAD LINEAL,Colisión fronto-lateral,Lluvia débil,444177,4475363,false,false,false,Turismo,Asistencia sanitaria sólo en el lugar del accidente,1
2025S000531,2025-01-03,19:00:00,PASEO. PINTOR ROSALES / CALL. REY FRANCISCO,9,MONCLOA-ARAVACA,Atropello a persona,Lluvia débil,439055,4475280,false,false,true,Turismo,Sin asistencia sanitaria,1
2025S000532,2025-01-03,19:00:00,CALL. PIRRA,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Nublado,450082,4477374,false,false,false,"Todo terreno, Turismo",Sin asistencia sanitaria,1
2025S000533,2025-01-03,18:30:00,CALL. ALCALA / CALL. ARTURO SORIA,15,CIUDAD LINEAL,Caída,Lluvia débil,445908,4476568,true,false,false,Motocicleta hasta 125cc,Desconocido,3
2025S000534,2025-01-03,17:40:00,AUTOV. M-30,4,SALAMANCA,Caída,Nublado,443930,4475802,false,false,false,Motocicleta > 125cc,Sin asistencia sanitaria,1
2025S000535,2025-01-03,18:20:00,AVDA. PEÑA PRIETA,13,PUENTE DE VALLECAS,Choque contra obstáculo fijo,Despejado,443478,4472451,false,false,false,"Autobús, Motocicleta hasta 125cc",Desconocido,5
2025S000536,2025-01-03,17:45:00,CALL. GOLONDRINA,9,MONCLOA-ARAVACA,Colisión fronto-lateral,Lluvia débil,433428,4478000,false,false,false,"Motocicleta hasta 125cc, Turismo",Asistencia sanitaria sólo en el lugar del accidente,1
2025S000537,2025-01-03,19:50:00,CALL. POZA DE LA SAL / CALL. REAL DE ARGANDA,18,VILLA DE VALLECAS,Alcance,Despejado,448491,4469817,false,false,false,Turismo,Ingreso inferior o igual a 24 horas,1
2025S000538,2025-01-03,19:38:00,PASEO. RECOLETOS / PLAZA. CIBELES,1,CENTRO,Alcance,Despejado,441186,4474599,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S000539,2025-01-03,19:45:00,AVDA. RAFAEL ALBERTI / CALL. SAN CLAUDIO,13,PUENTE DE VALLECAS,Colisión fronto-lateral,,445741,4471131,false,false,false,Turismo,Desconocido,5
2025S000540,2025-01-03,20:10:00,CALL. CASALARREINA / AVDA. DAROCA,19,VICÁLVARO,Colisión fronto-lateral,Despejado,447789,4473200,false,false,false,Turismo,Desconocido,5
2025S000541,2025-01-03,18:56:00,AUTOV. M-30,9,MONCLOA-ARAVACA,Choque contra obstáculo fijo,Lluvia débil,437239,4478447,false,false,false,Turismo,Desconocido,5
2025S000555,2025-01-03,20:55:00,CALL. JUAN BRAVO / CALL. ALCANTARA,4,SALAMANCA,Atropello a persona,Lluvia débil,442868,4475970,false,false,true,Todo terreno,Sin asistencia sanitaria,1
2025S000563,2025-01-03,20:15:00,AVDA. ALBUFERA / AUTOV. M-40,13,PUENTE DE VALLECAS,Alcance,,446186,4470663,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S000564,2025-01-03,21:30:00,CALL. LA MASO / CALL. MORALZARZAL,8,FUENCARRAL-EL PARDO,Caída,Lluvia débil,439851,4482871,false,false,false,Motocicleta hasta 125cc,Asistencia sanitaria sólo en el lugar del accidente,3
2025S000565,2025-01-03,22:00:00,CALL. ALCALA,20,SAN BLAS-CANILLEJAS,Solo salida de la vía,Lluvia débil,448053,4477481,false,false,false,Ciclomotor,Asistencia sanitaria sólo en el lugar del accidente,3
2025S000566,2025-01-03,23:30:00,CALL. ARROYO DEL OLIVAR / CALL. PALOMERAS,13,PUENTE DE VALLECAS,Choque contra obstáculo fijo,Despejado,444094,4471316,false,false,false,Turismo,Desconocido,5
