num_expediente,fecha,hora,localizacion,cod_distrito,distrito,tipo_accidente,estado_meteorológico,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga,peaton_involucrado,vehiculos_involucrados,lesividad,nivel_lesividad
2025S014657,2025-02-07,14:20:00,AVDA. ENSANCHE DE VALLECAS / AUTOV. M-45,18,VILLA DE VALLECAS,Colisión fronto-lateral,LLuvia intensa,448565,4468613,false,false,false,"Furgoneta, Turismo",Ingreso inferior o igual a 24 horas,7
2025S014658,2025-02-07,15:15:00,AUTOVÍA A6 PK 5,9,MONCLOA-ARAVACA,Colisión múltiple,Lluvia débil,437470,4477894,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S014661,2025-02-07,15:15:00,GTA. S.A.R. DON JUAN DE BORBON Y BATTEMBERG / AVDA. CONSEJO DE EUROPA,21,BARAJAS,Colisión lateral,,447767,4479021,false,false,false,"Maquinaria de obras, Turismo",Sin asistencia sanitaria,1
2025S014689,2025-02-07,16:20:00,CALL. SEÑORES DE LUZON,1,CENTRO,Choque contra obstáculo fijo,,439686,4474211,false,false,false,Turismo,Desconocido,5
2025S014690,2025-02-07,16:45:00,CALL. SESEÑA / CALL. VALMOJADO,10,LATINA,Alcance,,435761,4472141,false,false,false,Turismo,Desconocido,5
2025S014692,2025-02-07,16:50:00,AUTOV. M-30 / AUTOV. A-6,9,MONCLOA-ARAVACA,Colisión fronto-lateral,,437061,4478073,false,false,false,"Camión rígido, Furgoneta",Desconocido,1
2025S014693,2025-02-07,16:50:00,CALL. REAL DE ARGANDA / CALL. PEÑARANDA DE BRACAMONTE,18,VILLA DE VALLECAS,Alcance,Nublado,448750,4469616,false,false,false,Turismo,Asistencia sanitaria sólo en el lugar del accidente,1
2025S014694,2025-02-07,17:20:00,CALL. GRAN VIA,1,CENTRO,Colisión lateral,Lluvia débil,440703,4474558,false,false,false,Turismo,Desconocido,5
2025S014696,2025-02-07,16:25:00,CALL. EL GRECO,10,LATINA,Colisión múltiple,Nublado,436650,4473204,false,false,false,"Motocicleta hasta 125cc, Turismo",Asistencia sanitaria sólo en el lugar del accidente,1
2025S014697,2025-02-07,14:45:00,CALL. MELENDEZ VALDES / CALL. BLASCO DE GARAY,7,CHAMBERÍ,Colisión fronto-lateral,Lluvia débil,439645,4476051,false,false,false,"Motocicleta hasta 125cc, Turismo",Desconocido,5
2025S014698,2025-02-07,17:00:00,AUTOV. A-3,14,MORATALAZ,Alcance,Nublado,446238,4471667,false,false,false,Turismo,Atención en urgencias sin posterior ingreso,6
2025S014700,2025-02-07,16:33:00,AVDA. MAYORAZGO / AVDA. LA GAVIA,18,VILLA DE VALLECAS,Alcance,Nublado,447359,4468347,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S014713,2025-02-07,17:15:00,CALL. FRANCOS RODRIGUEZ,6,TETUÁN,Choque contra obstáculo fijo,Nublado,439859,4478722,false,false,false,"Autobús, Furgoneta",Desconocido,5
2025S014739,2025-02-07,15:30:00,CALL. FUENTE CARRANTONA / AUTOV. M-23,14,MORATALAZ,Alcance,Nublado,446737,4473908,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S014741,2025-02-07,15:04:00,CALL. FROMISTA / CTRA. FUENCARRAL A HORTALEZA,8,FUENCARRAL-EL PARDO,Caída,Lluvia débil,442344,4484412,false,false,false,Bicicleta,Ingreso inferior o igual a 24 horas,7
2025S014746,2025-02-07,17:45:00,PLAZA. OBRADOIRO / AVDA. CAMINO DE SANTIAGO,8,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Nublado,443681,4484913,false,false,false,"Furgoneta, Turismo",Sin asistencia sanitaria,1
2025S014747,2025-02-07,19:00:00,CALL. SANCHEZ BARCAIZTEGUI / CALL. CAVANILLES,3,RETIRO,Caída,Lluvia débil,442826,4472930,false,false,false,Motocicleta hasta 125cc,Asistencia sanitaria sólo en el lugar del accidente,3
2025S014755,2025-02-07,19:15:00,CALL. JUAN BRAVO,4,SALAMANCA,Caída,Despejado,442184,4476007,false,false,false,Motocicleta hasta 125cc,Asistencia sanitaria inmediata en centro de salud o mutua,5
2025S014761,2025-02-07,19:53:00,AVDA. INGENIERO EMILIO HERRERA / CALL. ARIADNA,16,HORTALEZA,Colisión lateral,,443838,4481700,false,false,false,"Todo terreno, Turismo",Sin asistencia sanitaria,1
2025S014772,2025-02-07,19:40:00,AVDA. LAS AGUILAS,10,LATINA,Colisión fronto-lateral,Lluvia débil,433831,4470409,false,false,false,"Motocicleta > 125cc, Turismo",Atención en urgencias sin posterior ingreso,1
2025S014776,2025-02-07,17:10:00,CALL. SILVANO / GTA. PRAGA,16,HORTALEZA,Alcance,Despejado,447082,4479284,false,false,false,Turismo,Asistencia sanitaria sólo en el lugar del accidente,1
2025S014781,2025-02-07,20:30:00,CALL. BRAVO MURILLO / CALL. MAUDES,7,CHAMBERÍ,Colisión fronto-lateral,Nublado,440305,4477442,false,false,false,"Motocicleta > 125cc, Turismo",Asistencia sanitaria sólo en el lugar del accidente,1
2025S014784,2025-02-07,20:30:00,PASEO. INFANTA ISABEL / CALL. ALFONSO XII,3,RETIRO,Alcance,Lluvia débil,441575,4473155,false,false,false,Turismo,Asistencia sanitaria sólo en el lugar del accidente,1
2025S014785,2025-02-07,20:50:00,CALL. O'DONNELL,3,RETIRO,Choque contra obstáculo fijo,Despejado,443057,4474730,false,false,false,"Autobús, Turismo",Desconocido,5
2025S014795,2025-02-07,20:57:00,CALL. ALTO DEL RETIRO,18,VILLA DE VALLECAS,Colisión lateral,Nublado,449050,4469025,false,false,false,"Turismo, VMU eléctrico",Desconocido,5
2025S014839,2025-02-07,21:25:00,GTA. RUIZ JIMENEZ,7,CHAMBERÍ,Colisión lateral,LLuvia intensa,440116,4475707,false,false,false,Turismo,Desconocido,5
2025S014840,2025-02-07,19:12:00,AVDA. SANTO DOMINGO DE LA CALZADA,8,FUENCARRAL-EL PARDO,Choque contra obstáculo fijo,,442541,4484333,false,false,false,Turismo,Desconocido,5
2025S014846,2025-02-07,21:10:00,AVDA. RAFAELA YBARRA,12,USERA,Choque contra obstáculo fijo,,439621,4470466,false,false,true,,Desconocido,5
2025S014849,2025-02-07,21:30:00,CALL. PRINCIPE DE VERGARA / CALL. LOPEZ DE HOYOS,5,CHAMARTÍN,Colisión lateral,LLuvia intensa,442416,4476958,false,false,false,"Furgoneta, Turismo",Sin asistencia sanitaria,1
2025S014850,2025-02-07,21:48:00,CALL. FRANCISCO Y JACINTO ALCANTARA,9,MONCLOA-ARAVACA,Caída,Lluvia débil,438149,4476060,false,false,false,Ciclomotor,Asistencia sanitaria inmediata en centro de salud o mutua,5
2025S014851,2025-02-07,22:46:00,AVDA. AMERICA,5,CHAMARTÍN,Choque contra obstáculo fijo,Lluvia débil,442673,4476638,false,false,false,Turismo,Desconocido,5
2025S014852,2025-02-07,21:45:00,CALL. TOLEDO,1,CENTRO,Caída,LLuvia intensa,439957,4473783,false,false,false,Bicicleta,Asistencia sanitaria ambulatoria con posterioridad,4
2025S014853,2025-02-07,22:15:00,METRO. PRINCIPE DE VERGARA / CALL. MARIA DE MOLINA,4,SALAMANCA,Colisión fronto-lateral,Se desconoce,442293,4474892,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S014854,2025-02-07,22:17:00,PLAZA. JOSE MARIA SOLER / AVDA. ALFONSO XIII,5,CHAMARTÍN,Caída,Lluvia débil,443366,4478893,false,false,false,Motocicleta > 125cc,Asistencia sanitaria inmediata en centro de salud o mutua,5
2025S014855,2025-02-07,23:50:00,CALL. MODESTO LAFUENTE / CALL. GARCIA DE PAREDES,7,CHAMBERÍ,Colisión fronto-lateral,Lluvia débil,440938,4476457,false,false,false,Turismo,Desconocido,5
2025S014862,2025-02-07,22:10:00,AVDA. POBLADOS / CALL. DULCE,12,USERA,Atropello a persona,Nublado,440691,4469159,false,false,true,Turismo,Sin asistencia sanitaria,1
2025S014865,2025-02-07,22:25:00,AVDA. INGENIERO EMILIO HERRERA / AVDA. NICETO ALCALA ZAMORA,16,HORTALEZA,Choque contra obstáculo fijo,Lluvia débil,444940,4482802,false,false,false,Todo terreno,Desconocido,5
2025S014887,2025-02-07,23:20:00,CALL. SAGASTA,1,CENTRO,Caída,Lluvia débil,440519,4475581,false,false,false,Bicicleta EPAC (pedaleo asistido),Asistencia sanitaria sólo en el lugar del accidente,3
2025S015116,2025-02-07,12:50:00,AUTOV. M-30,3,RETIRO,Alcance,Lluvia débil,443316,4472468,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S015642,2025-02-07,17:10:00,CALL. AMPELIDO / CALL. ALCAZAR DE SAN JUAN,10,LATINA,Colisión múltiple,Lluvia débil,437702,4473203,false,false,false,"Camión rígido, Turismo",Sin asistencia sanitaria,1
2025S022028,2025-02-07,19:00:00,CALL. MINERVA,19,VICÁLVARO,Colisión lateral,,448508,4471864,false,false,false,"Autobús, Turismo",Desconocido,5
2025S014898,2025-02-08,00:30:00,CALL. SERENA / CALL. PEDROCHES,13,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,443314,4469878,false,false,false,Turismo,Desconocido,5
2025S014900,2025-02-08,00:55:00,CALL. MARIA DE MOLINA / PASEO. CASTELLANA,4,SALAMANCA,Colisión fronto-lateral,Nublado,441430,4476596,false,false,false,"Todo terreno, Turismo",Desconocido,5
2025S014902,2025-02-08,01:15:00,CALL. SERRANO,4,SALAMANCA,Caída,Lluvia débil,441797,4476518,false,false,false,Bicicleta EPAC (pedaleo asistido),Ingreso inferior o igual a 24 horas,7
2025S014905,2025-02-08,00:38:00,CALL. POPULAR MADRILEÑA,12,USERA,Choque contra obstáculo fijo,,441166,4469105,true,false,false,Turismo,Desconocido,5
2025S014907,2025-02-08,00:37:00,CALL. ANTONIO MACHADO,9,MONCLOA-ARAVACA,Choque contra obstáculo fijo,Nublado,439057,4480091,false,false,false,Turismo,Asistencia sanitaria sólo en el lugar del accidente,1
2025S014908,2025-02-08,01:27:00,CALL. CONDE DE PEÑALVER / CALL. PADILLA,4,SALAMANCA,Colisión fronto-lateral,Despejado,442725,4475837,false,false,false,"Cuadriciclo ligero, Turismo",Desconocido,5
2025S014986,2025-02-08,03:20:00,PLAZA. COLON / PASEO. RECOLETOS,1,CENTRO,Colisión lateral,Despejado,441412,4475074,true,false,false,Turismo,Desconocido,5
2025S015096,2025-02-08,05:10:00,CALL. PEDRO RICO,8,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Nublado,441029,4481801,true,false,false,Turismo,Desconocido,5
2025S015101,2025-02-08,05:15:00,CALL. COBALTO / CALL. DOCTOR MARTIN AREVALO,17,VILLAVERDE,Colisión fronto-lateral,Nublado,440198,4466412,false,false,false,Turismo,Atención en urgencias sin posterior ingreso,1
2025S015117,2025-02-08,08:20:00,CALL. FELIPE CASTRO / CALL. GABRIEL USERA,12,USERA,Colisión fronto-lateral,,439856,4470654,false,false,false,"Furgoneta, Turismo",Desconocido,5
2025S015144,2025-02-08,08:05:00,PLAZA. LAVAPIES / CALL. TRIBULETE,1,CENTRO,Colisión lateral,Nublado,440476,4473387,false,false,false,"Bicicleta, Camión rígido",Asistencia sanitaria sólo en el lugar del accidente,1
2025S015149,2025-02-08,10:00:00,PLAZA. ELIPTICA,12,USERA,Colisión lateral,Despejado,439136,4470780,false,false,false,Turismo,Desconocido,5
2025S015150,2025-02-08,11:00:00,CALL. BENIMAMET,17,VILLAVERDE,Choque contra obstáculo fijo,Despejado,441839,4466055,false,false,false,"Camión rígido, Turismo",Desconocido,5
2025S015151,2025-02-08,09:55:00,PLAZA. CRISTO REY,7,CHAMBERÍ,Colisión lateral,Despejado,439125,4476729,false,false,false,"Otros vehículos con motor, Turismo",Sin asistencia sanitaria,1
2025S015152,2025-02-08,08:07:00,CALL. MINERVA / CALL. OMEGA,19,VICÁLVARO,Choque contra obstáculo fijo,Despejado,448949,4472352,false,false,false,Turismo,Desconocido,5
2025S015154,2025-02-08,11:55:00,AVDA. REINA VICTORIA,7,CHAMBERÍ,Atropello a persona,Despejado,440138,4477598,false,false,true,Turismo,Sin asistencia sanitaria,1
2025S015155,2025-02-08,11:00:00,CALL. LUCIENTE / CALL. TABERNILLAS,1,CENTRO,Colisión lateral,Despejado,439634,4473564,false,false,false,"Furgoneta, Turismo",Desconocido,5
2025S015156,2025-02-08,09:25:00,CALL. CORAZON DE MARIA,5,CHAMARTÍN,Colisión fronto-lateral,Despejado,443491,4477651,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S015158,2025-02-08,11:57:00,CALL. CASTROPOL / CALL. RIBADESELLA,20,SAN BLAS-CANILLEJAS,Alcance,,446481,4475528,false,false,false,Turismo,Desconocido,5
2025S015159,2025-02-08,12:00:00,PASEO. RECOLETOS / CALL. PRIM,4,SALAMANCA,Colisión fronto-lateral,Despejado,441304,4474814,false,false,false,"Motocicleta hasta 125cc, Turismo",Ingreso superior a 24 horas,1
2025S015160,2025-02-08,12:15:00,CALL. GENERAL LACY,2,ARGANZUELA,Choque contra obstáculo fijo,,441394,4472831,false,false,false,Turismo,Desconocido,5
2025S015161,2025-02-08,12:35:00,CALL. ILLESCAS,10,LATINA,Colisión fronto-lateral,Despejado,435682,4471586,false,false,false,Turismo,Desconocido,5
2025S015162,2025-02-08,12:30:00,RONDA. ATOCHA,2,ARGANZUELA,Colisión lateral,Despejado,441104,4473192,false,false,false,"Autobús, Turismo",Desconocido,5
2025S015163,2025-02-08,12:05:00,CALL. CAÑADA DEL SANTISIMO / CALL. BERNARDINO DE PANTORBA,18,VILLA DE VALLECAS,Atropello a persona,Despejado,449155,4468380,false,false,true,Turismo,Sin asistencia sanitaria,1
2025S015164,2025-02-08,14:05:00,CALL. GOYA,4,SALAMANCA,Colisión lateral,Despejado,442884,4475104,false,false,false,"Motocicleta hasta 125cc, Turismo",Ingreso inferior o igual a 24 horas,1
2025S015165,2025-02-08,13:10:00,AVDA. ENTREVIAS,13,PUENTE DE VALLECAS,Colisión múltiple,Despejado,443412,4470140,false,false,false,"Autobús, Turismo",Desconocido,1
2025S015166,2025-02-08,13:05:00,CALL. SAN CIPRIANO,19,VICÁLVARO,Colisión fronto-lateral,Despejado,448875,4472762,false,false,false,"Motocicleta > 125cc, Turismo",Ingreso inferior o igual a 24 horas,1
2025S015167,2025-02-08,12:45:00,PLAZA. REPUBLICA DOMINICANA,5,CHAMARTÍN,Colisión lateral,Despejado,442625,4478911,false,false,false,"Motocicleta > 125cc, Turismo",Sin asistencia sanitaria,1
2025S015172,2025-02-08,14:25:00,CALL. ALERCE / CALL. CONIFERAS,12,USERA,Caída,Despejado,440957,4468742,false,false,false,"Motocicleta hasta 125cc, Turismo",Asistencia sanitaria sólo en el lugar del accidente,1
2025S015173,2025-02-08,14:45:00,AUTOV. M-30,4,SALAMANCA,Alcance,Despejado,443964,4475858,false,false,false,Turismo,Asistencia sanitaria sólo en el lugar del accidente,3
2025S015181,2025-02-08,14:25:00,AVDA. LOS ROSALES,17,VILLAVERDE,Caída,Despejado,442693,4466647,false,false,false,"Bicicleta, Turismo",Asistencia sanitaria sólo en el lugar del accidente,1
2025S015182,2025-02-08,15:40:00,CALL. CONVENIO,13,PUENTE DE VALLECAS,Choque contra obstáculo fijo,Despejado,442945,4471528,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S015186,2025-02-08,16:40:00,CALL. PADRE CLARET,5,CHAMARTÍN,Alcance,Despejado,443642,4477971,false,false,false,"Furgoneta, Turismo",Sin asistencia sanitaria,1
2025S015188,2025-02-08,15:41:00,CALL. MARIA DE MOLINA / CALL. PRINCIPE DE VERGARA,5,CHAMARTÍN,Colisión múltiple,Despejado,442409,4476534,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S015190,2025-02-08,17:00:00,CALL. DOCTOR FLEMING,5,CHAMARTÍN,Colisión fronto-lateral,Despejado,441670,4479038,false,false,false,"Furgoneta, Turismo",Desconocido,5
2025S015208,2025-02-08,18:03:00,AVDA. LAS FUERZAS ARMADAS / GTA. ISIDRO GONZALEZ VELAZQUEZ,16,HORTALEZA,Choque contra obstáculo fijo,Despejado,447050,4481458,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S015209,2025-02-08,17:41:00,AVDA. VIRGEN DEL CARMEN,16,HORTALEZA,Atropello a persona,Despejado,444990,4480711,false,false,true,Turismo,Sin asistencia sanitaria,1
2025S015210,2025-02-08,18:22:00,CALL. OCAÑA,10,LATINA,Colisión frontal,Despejado,435604,4470740,false,false,false,Turismo,Desconocido,1
2025S015211,2025-02-08,15:18:00,CALL. MADRE DE DIOS,5,CHAMARTÍN,Colisión fronto-lateral,Despejado,442740,4479250,false,false,false,"Todo terreno, Turismo",Desconocido,5
2025S015212,2025-02-08,17:50:00,CALL. BAHIA DE ALMERIA / CALL. BAHIA DE ALCUDIA,21,BARAJAS,Colisión fronto-lateral,Despejado,449850,4479372,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S015213,2025-02-08,16:00:00,CALL. DOCTOR MATA,1,CENTRO,Colisión fronto-lateral,Despejado,441110,4473435,false,false,false,Turismo,Desconocido,5
2025S015214,2025-02-08,19:30:00,AUTOV. M-30,13,PUENTE DE VALLECAS,Caída,Despejado,442611,4471534,false,false,false,"Motocicleta > 125cc, Turismo",Ingreso superior a 24 horas,1
2025S015215,2025-02-08,18:25:00,CALL. ALCALA / CALL. PEDRO MUÑOZ SECA,4,SALAMANCA,Caída,Despejado,441374,4474578,false,false,false,Bicicleta,Atención en urgencias sin posterior ingreso,6
2025S015216,2025-02-08,17:20:00,AVDA. CARABANCHEL ALTO,11,CARABANCHEL,Caída,Despejado,436055,4469103,false,false,false,VMU eléctrico,Ingreso inferior o igual a 24 horas,7
2025S015223,2025-02-08,19:30:00,CALL. OLIMPIO LOPEZ,16,HORTALEZA,Colisión lateral,Nublado,444724,4479982,true,false,false,"Motocicleta hasta 125cc, Turismo",Sin asistencia sanitaria,1
2025S015224,2025-02-08,20:38:00,CALL. SANTIAGO BERNABEU,5,CHAMARTÍN,Colisión lateral,Despejado,441520,4478024,false,false,false,"Motocicleta > 125cc, Turismo",Sin asistencia sanitaria,1
2025S015226,2025-02-08,18:51:00,CALL. BENIMAMET,17,VILLAVERDE,Choque contra obstáculo fijo,Despejado,441902,4466242,false,false,false,Turismo,Asistencia sanitaria ambulatoria con posterioridad,1
2025S015227,2025-02-08,19:00:00,CALL. ALCALA / CALL. ALCALDE LOPEZ CASERO,15,CIUDAD LINEAL,Colisión múltiple,Despejado,444406,4475922,false,false,false,Turismo,Desconocido,5
2025S015229,2025-02-08,21:12:00,GTA. BILBAO / CALL. FUENCARRAL,7,CHAMBERÍ,Colisión fronto-lateral,,440454,4475624,false,false,false,Turismo,Desconocido,5
2025S015230,2025-02-08,20:36:00,CALL. AREQUIPA,16,HORTALEZA,Colisión lateral,Despejado,446159,4479970,false,false,false,"Motocicleta hasta 125cc, Turismo",Asistencia sanitaria sólo en el lugar del accidente,1
2025S015235,2025-02-08,06:30:00,AUTOV. M-30,5,CHAMARTÍN,Choque contra obstáculo fijo,Despejado,443876,4477427,false,false,false,Turismo,Desconocido,5
2025S015241,2025-02-08,22:50:00,CALL. VENANCIO MARTIN,13,PUENTE DE VALLECAS,Choque contra obstáculo fijo,,443871,4472280,true,false,false,Furgoneta,Desconocido,5
2025S015274,2025-02-08,23:55:00,AVDA. PORTUGAL,10,LATINA,Colisión múltiple,,436858,4473314,false,false,false,Turismo,Desconocido,5
2025S015277,2025-02-08,23:15:00,CALL. ALCALA / CALL. BOLTAÑA,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,448494,4477817,false,false,false,Turismo,Desconocido,5
2025S015280,2025-02-08,22:45:00,CALL. EMBAJADORES / CALL. EMBAJADORES,13,PUENTE DE VALLECAS,Choque contra obstáculo fijo,Despejado,442133,4469524,false,false,false,Turismo,Desconocido,5
2025S015296,2025-02-08,23:40:00,CALL. PRINCESA / CALL. MARTIRES DE ALCALA,9,MONCLOA-ARAVACA,Colisión fronto-lateral,Despejado,439446,4475447,false,false,false,"Autobús, Turismo",Sin asistencia sanitaria,1
2025S015389,2025-02-08,14:10:00,CALL. MATILDE HERNANDEZ / AVDA. PEDRO DIEZ,11,CARABANCHEL,Caída,Despejado,437739,4471485,false,false,false,"Motocicleta hasta 125cc, Turismo",Ingreso inferior o igual a 24 horas,1
2025S015390,2025-02-08,14:45:00,AUTOV. M-23,14,MORATALAZ,Alcance,Despejado,444722,4474224,false,false,false,Turismo,Atención en urgencias sin posterior ingreso,1
2025S015411,2025-02-08,14:30:00,AVDA. OSA MAYOR,9,MONCLOA-ARAVACA,Caída,Despejado,433832,4479015,false,false,false,Motocicleta hasta 125cc,Asistencia sanitaria inmediata en centro de salud o mutua,5
2025S015494,2025-02-08,21:00:00,AVDA. MONFORTE DE LEMOS / CALL. PUENTECESURES,8,FUENCARRAL-EL PARDO,Caída,Lluvia débil,440950,4481221,false,false,false,"Motocicleta hasta 125cc, Turismo",Asistencia sanitaria ambulatoria con posterioridad,1
2025S015501,2025-02-08,21:50:00,CALL. JORGE JUAN / CALL. DOCTOR ESQUERDO,4,SALAMANCA,Colisión lateral,,443249,4474921,false,false,false,Turismo,Desconocido,5
2025S015275,2025-02-09,00:10:00,PASEO. CASTELLANA / CALL. JOAQUIN COSTA,5,CHAMARTÍN,Caída,Despejado,441405,4477508,false,false,false,Autobús,Sin asistencia sanitaria,1
2025S015311,2025-02-09,02:10:00,CALL. LOS YEBENES / CALL. VALMOJADO,10,LATINA,Colisión fronto-lateral,Despejado,435871,4472166,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S015312,2025-02-09,02:00:00,CALL. ALCALA,4,SALAMANCA,Colisión fronto-lateral,Despejado,443736,4475788,false,false,false,Turismo,Desconocido,5
2025S015325,2025-02-09,03:00:00,PLAZA EMPERADOR CARLOS V CON PASEO DEL PRADO,1,CENTRO,Colisión lateral,,441248,4473476,false,false,false,"Autobús, Todo terreno",Desconocido,5
2025S015335,2025-02-09,03:25:00,CALL. ERCILLA,2,ARGANZUELA,Alcance,Despejado,440392,4472653,false,false,false,"Furgoneta, Turismo",Desconocido,5
2025S015351,2025-02-09,03:45:00,CALL. ORENSE,6,TETUÁN,Alcance,Despejado,441031,4477817,true,false,false,Turismo,Desconocido,5
2025S015352,2025-02-09,02:20:00,CALL. ALCALA / IDB. PUENTE DE VENTAS,15,CIUDAD LINEAL,Colisión lateral,,443950,4475873,false,false,false,Turismo,Desconocido,5
2025S015354,2025-02-09,05:00:00,CALL. GOTARRENDURA / CALL. SEPULVEDA,8,FUENCARRAL-EL PARDO,Choque contra obstáculo fijo,Despejado,437602,4472856,false,false,false,Turismo,Desconocido,5
2025S015373,2025-02-09,05:30:00,CALL. REAL DE ARGANDA / AVDA. SANTA EUGENIA,18,VILLA DE VALLECAS,Choque contra obstáculo fijo,Despejado,448371,4469879,true,false,false,Turismo,Desconocido,5
2025S015378,2025-02-09,05:30:00,CALL. CARTAGENA / CALL. PRINCIPE DE VERGARA,5,CHAMARTÍN,Choque contra obstáculo fijo,Se desconoce,442492,4477276,false,false,false,,Desconocido,5
2025S015387,2025-02-09,06:59:00,CALL. ESCALONA / CALL. ILLESCAS,10,LATINA,Colisión múltiple,Despejado,435070,4471920,false,false,false,"Furgoneta, Turismo",Desconocido,5
2025S015391,2025-02-09,06:45:00,AUTOV. M-30,12,USERA,Colisión lateral,,441164,4470658,false,false,false,Turismo,Desconocido,5
2025S015401,2025-02-09,06:45:00,CALL. GENERAL RICARDOS,11,CARABANCHEL,Alcance,Despejado,436865,4470438,true,false,false,Turismo,Sin asistencia sanitaria,1
2025S015412,2025-02-09,08:30:00,CALL. SEPULVEDA,10,LATINA,Otro,Despejado,436024,4472607,true,false,false,Turismo,Sin asistencia sanitaria,1
2025S015465,2025-02-09,11:45:00,TRVA. CAPRI,20,SAN BLAS-CANILLEJAS,Atropello a persona,Despejado,447388,4474237,false,false,true,Turismo,Sin asistencia sanitaria,1
2025S015480,2025-02-09,13:25:00,CALL. ALEJANDRO DUMAS,2,ARGANZUELA,Colisión fronto-lateral,,439128,4472592,false,false,false,Turismo,Desconocido,5
2025S015481,2025-02-09,13:50:00,CALL. PEZ VOLADOR,3,RETIRO,Choque contra obstáculo fijo,,443316,4473801,false,false,false,Turismo,Desconocido,5
2025S015482,2025-02-09,13:40:00,CALL. RUFINO REJON,11,CARABANCHEL,Colisión fronto-lateral,Despejado,435393,4468972,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S015483,2025-02-09,14:40:00,CALL. DOLORES FOLGUERAS,13,PUENTE DE VALLECAS,Colisión fronto-lateral,,444260,4471526,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S015492,2025-02-09,14:40:00,CALL. SAN AQUILINO / CALL. SAN LEOPOLDO,6,TETUÁN,Colisión lateral,Despejado,441522,4480067,false,false,false,"Motocicleta hasta 125cc, Turismo",Asistencia sanitaria sólo en el lugar del accidente,1
2025S015496,2025-02-09,16:40:00,CALL. ORENSE,6,TETUÁN,Colisión lateral,Despejado,441076,4478290,false,false,false,"Motocicleta > 125cc, Turismo",Ingreso inferior o igual a 24 horas,1
2025S015499,2025-02-09,14:45:00,PLAZA. PEDRO ZEROLO,1,CENTRO,Caída,Despejado,440682,4474751,false,false,false,Motocicleta hasta 125cc,Atención en urgencias sin posterior ingreso,6
2025S015502,2025-02-09,18:30:00,CALL. ALCALA,20,SAN BLAS-CANILLEJAS,Colisión lateral,Despejado,448617,4477823,true,false,false,Turismo,Atención en urgencias sin posterior ingreso,1
2025S015503,2025-02-09,16:07:00,CALL. DUQUESA DE PARCENT,10,LATINA,Atropello a persona,Despejado,436613,4471899,false,false,true,Turismo,Sin asistencia sanitaria,1
2025S015504,2025-02-09,18:30:00,CALL. CLAUDIO COELLO,4,SALAMANCA,Choque contra obstáculo fijo,Despejado,441785,4475393,false,false,false,Turismo,Desconocido,5
2025S015505,2025-02-09,18:10:00,CALL. SANTA ISABEL,1,CENTRO,Choque contra obstáculo fijo,Despejado,440643,4473739,false,false,false,Motocicleta hasta 125cc,Desconocido,5
2025S015507,2025-02-09,18:05:00,CALL. TEBA / CALL. MOTRIL,12,USERA,Colisión fronto-lateral,Despejado,441335,4468890,false,false,false,"Camión rígido, Turismo",Sin asistencia sanitaria,1
2025S015509,2025-02-09,17:41:00,AUTOV. A-3,14,MORATALAZ,Vuelco,Despejado,445212,4472107,false,false,false,Turismo,Asistencia sanitaria sólo en el lugar del accidente,3
2025S015510,2025-02-09,23:25:00,AVDA. POBLADOS / CALL. ALISEDA,11,CARABANCHEL,Alcance,Despejado,437051,4469466,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S015511,2025-02-09,20:25:00,CALL. GENERAL IBAÑEZ DE IBERO,7,CHAMBERÍ,Alcance,,439746,4477558,false,false,false,Turismo,Desconocido,5
2025S015513,2025-02-09,20:20:00,PLAZA. ESPAÑA,1,CENTRO,Colisión fronto-lateral,,439645,4474956,false,false,false,Autobús,Desconocido,5
2025S015514,2025-02-09,20:20:00,CALL. BRAVO MURILLO / CALL. MARQUES DE VIANA,6,TETUÁN,Caída,Despejado,440790,4479132,false,false,false,"Bicicleta, Motocicleta hasta 125cc",Sin asistencia sanitaria,1
2025S015515,2025-02-09,19:26:00,CALL. SILVANO,16,HORTALEZA,Alcance,Despejado,445754,4479187,false,false,false,Turismo,Asistencia sanitaria sólo en el lugar del accidente,3
2025S015516,2025-02-09,21:25:00,AVDA. PABLO IGLESIAS / PASEO. SAN FRANCISCO DE SALES,7,CHAMBERÍ,Alcance,Despejado,439988,4477466,false,false,false,"Motocicleta hasta 125cc, Turismo",Asistencia sanitaria sólo en el lugar del accidente,1
